0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036: ReferencePressure(Pa): 95825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now (ms),fps,gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsHead (deg),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlt (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),thermistor3 (deg C),thermistor4 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss)
1076: XTendAPI: Going to ENextSection::Failure because of unhandled API Identifier 138!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084: XTendAPI: In failure state with 1 bytes remaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444360,107,08:06.8,24,121,0,0,0,0,37.7,95816,0.793,-6.935,-6.935,-8.486,-9.698,-6.062,34.875,37.125,37.764,0.728053,0.892545,-10.683114,-6.051999,-3.310395,7.206778,25.205385,-0.000769,-0.000769
444865,107,08:07.3,24,121,0,0,0,0,37.7,95812,1.147,-6.434,-6.684,-8.354,-9.019,-5.208,34.937,37.062,37.761,0.596287,0.908991,-10.601229,-5.336073,-3.401654,7.252167,25.205385,-0.000769,-0.000769
445371,106,08:07.8,24,121,0,0,0,0,37.7,95809,1.411,-7.573,-7.702,-9.561,-10.957,-6.935,35,37,37.789,0.693958,0.84682,-10.666199,-5.280001,-3.943713,7.051688,25.205385,-0.000769,-0.000769
445879,106,08:08.3,24,121,0,0,0,0,37.7,95806,1.675,-6.809,-6.935,-8.486,-9.561,-5.816,35.062,37,37.729,0.758499,0.915313,-10.697795,-5.83024,-3.321019,7.169489,25.205385,-0.000769,-0.000769
446385,107,08:08.8,24,121,0,0,0,0,37.7,95803,1.939,-6.935,-7.062,-8.751,-9.561,-5.939,35.062,37,37.761,0.761242,1.051114,-10.660814,-6.548323,-2.777063,7.045501,25.205385,-0.000769,-0.000769
446894,107,08:09.3,24,121,0,0,0,0,37.7,95817,0.705,-6.935,-6.935,-8.486,-9.425,-5.693,35.062,36.937,37.779,0.742681,0.930725,-10.650691,-5.972728,-3.357135,6.880878,25.205385,-0.000769,-0.000769
447401,106,08:09.8,24,121,0,0,0,0,37.7,95808,1.498,-7.062,-6.935,-8.751,-9.835,-6.062,35.125,36.875,37.746,0.750984,0.896382,-10.678948,-6.401238,-2.970575,7.229611,25.205385,-0.000769,-0.000769
447907,106,08:10.3,24,121,0,0,0,0,37.7,95806,1.675,-7.317,-7.317,-9.019,-10.112,-6.309,35.187,36.875,37.779,0.77407,0.937044,-10.689417,-5.680975,-3.902046,7.044071,25.205385,-0.000769,-0.000769
448407,107,08:10.8,24,121,0,0,0,0,37.7,95812,1.147,-6.935,-7.062,-8.751,-9.698,-6.062,35.125,36.812,37.779,0.769293,0.939799,-10.634822,-5.978729,-3.330837,7.194571,25.205385,-0.000769,-0.000769
448914,107,08:11.3,24,121,0,0,0,0,37.7,95812,1.147,-7.189,-7.189,-9.019,-10.112,-6.309,35.187,36.812,37.757,0.783306,0.925562,-10.691918,-6.005574,-3.17499,7.113991,25.205385,-0.000769,-0.000769
449414,106,08:11.8,24,121,0,0,0,0,37.7,95808,1.498,-6.935,-6.935,-8.486,-9.698,-5.939,35.25,36.812,37.793,0.722298,0.93937,-10.666553,-6.05438,-3.360452,7.188681,25.205385,-0.000769,-0.000769
449917,106,08:12.3,24,121,0,0,0,0,37.7,95812,1.147,-7.189,-7.189,-8.885,-9.973,-6.309,35.312,36.75,37.757,0.729372,0.928157,-10.68198,-5.890211,-3.357789,7.156487,25.205385,-0.000769,-0.000769
450424,106,08:12.8,24,121,0,0,0,0,37.7,95809,1.411,-7.445,-7.573,-9.289,-10.532,-6.684,35.375,36.75,37.775,0.762063,0.933883,-10.63025,-5.921619,-3.381176,7.150084,25.205385,-0.000769,-0.000769
450929,106,08:13.3,24,121,0,0,0,0,37.7,95811,1.234,-6.935,-7.062,-8.751,-9.561,-5.939,35.437,36.687,37.779,0.769713,0.908037,-10.623353,-5.882158,-3.532151,7.176876,25.205385,-0.000769,-0.000769
451437,107,08:13.8,24,121,0,0,0,0,37.7,95812,1.147,-7.062,-7.189,-8.885,-9.973,-6.309,35.5,36.75,37.696,0.670507,0.894201,-10.743415,-7.081589,-0.962805,7.160248,25.205385,-0.000769,-0.000769
451939,107,08:14.3,24,121,0,0,0,0,37.7,95812,1.147,-7.702,-7.831,-9.698,-10.957,-7.062,35.562,36.687,37.761,0.78648,0.911572,-10.636476,-4.909972,-4.468258,4.764511,25.205385,-0.000769,-0.000769
452441,106,08:14.8,24,121,0,0,0,0,37.7,95817,0.705,-6.809,-7.062,-8.619,-9.561,-5.939,35.562,36.687,37.775,0.707365,0.943974,-10.759175,-5.448907,-4.062341,6.728406,25.205385,-0.000769,-0.000769
452941,106,08:15.3,24,121,0,0,0,0,37.7,95806,1.675,-6.809,-6.809,-8.486,-9.425,-5.816,35.625,36.625,37.771,0.60882,0.669842,-10.749855,-6.616897,-3.583511,7.241425,25.205385,-0.000769,-0.000769
453448,106,08:15.8,24,121,0,0,0,0,37.7,95812,1.147,-7.062,-7.317,-8.751,-9.698,-5.939,35.625,36.625,37.746,0.826877,0.937947,-10.692483,-2.142231,6.753026,5.322829,25.205385,-0.000769,-0.000769
453949,106,08:16.3,24,121,0,0,0,0,37.7,95811,1.234,-6.935,-6.935,-8.751,-9.835,-6.062,35.625,36.625,37.757,0.749129,0.905474,-10.656558,-7.186855,-5.376544,2.505383,25.205385,-0.000769,-0.000769
454449,106,08:16.8,24,121,0,0,0,0,37.6,95798,2.378,-6.935,-6.935,-8.619,-9.698,-5.939,35.625,36.562,37.768,0.760629,0.940865,-10.62992,-6.459399,-3.177734,6.502895,25.205385,-0.000769,-0.000769
454950,106,08:17.3,24,121,0,0,0,0,37.6,95797,2.465,-7.189,-7.189,-9.019,-10.112,-6.309,35.625,36.562,37.779,0.808738,0.993663,-10.629749,-6.060725,-3.921079,6.336161,25.205385,-0.000769,-0.000769
455452,106,08:17.8,24,121,0,0,0,0,37.7,95812,1.147,-7.189,-7.317,-9.019,-10.112,-6.309,35.625,36.562,37.786,0.764563,0.959391,-10.656285,-5.946043,-3.493711,6.821928,25.205385,-0.000769,-0.000769
455952,106,08:18.3,24,121,0,0,0,0,37.6,95805,1.762,-7.317,-7.189,-8.885,-10.112,-6.309,35.687,36.5,37.782,0.825274,1.014315,-10.6334,-6.549954,-2.852793,6.781245,25.205385,-0.000769,-0.000769
456457,107,08:18.8,24,121,0,0,0,0,37.7,95823,0.177,-7.317,-7.189,-9.019,-10.112,-6.309,35.687,36.562,37.789,0.810481,1.004047,-10.643668,-5.906728,-3.190783,7.10216,25.205385,-0.000769,-0.000769
456964,107,08:19.4,24,121,0,0,0,0,37.7,95815,0.883,-7.062,-7.189,-8.751,-9.835,-6.062,35.687,36.5,37.764,1.007584,1.077476,-10.604845,-5.623768,2.99619,7.61635,25.205385,-0.000769,-0.000769
457469,106,08:19.9,24,121,0,0,0,0,37.7,95815,0.883,-7.317,-7.317,-9.019,-10.112,-6.309,35.75,36.5,37.993,1.263004,1.013949,-10.600219,-5.525408,-2.524183,7.138922,25.205385,-0.000769,-0.000769
457969,106,08:20.4,24,121,0,0,0,0,37.7,95814,0.97,-7.445,-7.317,-9.154,-10.251,-6.434,35.812,36.75,37.764,1.126005,1.049257,-10.608048,-5.934382,-3.566681,6.802247,25.205385,-0.000769,-0.000769
458469,107,08:20.9,24,121,0,0,0,0,37.7,95812,1.147,-7.445,-7.573,-9.289,-10.391,-6.559,35.875,36.5,37.996,1.264526,1.001301,-10.57776,-4.749234,0.469252,7.251554,25.205385,-0.000769,-0.000769
458972,107,08:21.4,24,121,0,0,0,0,37.7,95809,1.411,-7.062,-7.189,-8.885,-10.112,-6.309,35.812,36.5,37.764,1.210514,1.038746,-10.598834,-6.948237,-8.597394,6.326578,25.205385,-0.000769,-0.000769
459472,106,08:21.9,24,121,0,0,0,0,37.6,95808,1.498,-7.062,-7.062,-8.751,-9.835,-6.185,35.875,36.437,37.968,1.104812,1.060118,-10.626287,-6.194308,-3.390042,6.580821,25.205385,-0.000769,-0.000769
459978,106,08:22.4,24,121,0,0,0,0,37.7,95809,1.411,-7.062,-7.062,-8.885,-9.835,-6.062,35.875,36.437,37.85,1.12709,1.028805,-10.543075,-6.246771,-5.792481,7.026944,25.205385,-0.000769,-0.000769
460486,106,08:22.9,24,121,0,0,0,0,37.7,95814,0.97,-7.189,-7.189,-8.885,-9.973,-6.185,35.875,36.437,37.993,0.744296,0.990285,-10.629696,-5.967886,-4.149153,7.214959,25.205385,-0.000769,-0.000769
460987,106,08:23.4,24,121,0,0,0,0,37.7,95811,1.234,-7.189,-7.317,-9.019,-10.112,-6.309,35.937,36.437,37.929,0.747307,0.995281,-10.648754,-3.886457,-4.81357,7.240098,25.205385,-0.000769,-0.000769
461494,107,08:23.9,24,121,0,0,0,0,37.7,95815,0.883,-7.189,-7.189,-9.019,-10.112,-6.309,35.937,36.437,37.889,0.812533,1.030691,-10.677728,-6.293174,-2.428626,7.123208,25.205385,-0.000769,-0.000769
461998,107,08:24.4,24,121,0,0,0,0,37.7,95819,0.528,-7.189,-7.317,-8.885,-9.973,-6.185,35.937,36.437,37.75,0.812039,1.022813,-10.627084,-6.301461,-1.326099,7.511949,25.205385,-0.000769,-0.000769
462507,108,08:24.9,24,121,0,0,0,0,37.7,95812,1.147,-7.445,-7.445,-9.289,-10.532,-6.559,35.875,36.375,37.939,1.02847,1.043333,-10.604795,-5.274328,-1.858674,7.436889,25.205385,-0.000769,-0.000769
463007,107,08:25.4,24,121,0,0,0,0,37.7,95810,1.321,-7.062,-7.189,-8.885,-9.973,-6.309,35.875,36.375,38,0.716061,0.911223,-10.653315,-5.248494,-4.153626,7.685965,25.205385,-0.000769,-0.000769
463515,107,08:25.9,24,121,0,0,0,0,37.6,95812,1.147,-7.317,-7.317,-9.019,-10.112,-6.309,35.937,36.375,38.007,1.219727,0.966006,-10.549407,-5.201848,3.291877,8.046438,25.205385,-0.000769,-0.000769
464021,106,08:26.4,24,121,0,0,0,0,37.7,95807,1.585,-7.189,-7.317,-8.885,-9.835,-6.062,35.937,36.375,37.989,1.224472,0.990235,-10.636499,-6.007846,-0.514913,7.589237,25.205385,-0.000769,-0.000769
464527,106,08:26.9,24,121,0,0,0,0,37.7,95812,1.147,-7.189,-7.445,-8.885,-9.973,-6.185,36,36.375,37.857,1.02345,1.019694,-10.64309,-6.490945,-5.236563,5.187861,25.205385,-0.000769,-0.000769
465034,107,08:27.4,24,121,0,0,0,0,37.7,95824,0.09,-7.062,-7.445,-8.751,-9.835,-6.062,35.875,36.375,38,0.745269,1.004612,-10.676161,-5.605704,-4.463573,7.09222,25.205385,-0.000769,-0.000769
465541,107,08:27.9,24,121,0,0,0,0,37.7,95815,0.883,-7.445,-7.573,-9.425,-10.532,-6.559,35.937,36.375,37.957,0.735761,1.007749,-10.636157,-6.943701,-1.607813,7.400575,25.205385,-0.000769,-0.000769
466049,106,08:28.4,24,121,0,0,0,0,37.7,95810,1.321,-7.189,-7.317,-8.885,-9.973,-6.185,35.937,36.375,37.964,0.650855,0.962546,-10.677134,-5.250668,-3.80657,6.774319,25.205385,-0.000769,-0.000769
466552,106,08:28.9,24,121,0,0,0,0,37.7,95827,-0.18,-7.062,-7.189,-8.885,-9.835,-6.062,36,36.375,37.854,0.619727,0.951347,-10.617012,-6.228894,-2.715569,7.383746,25.205385,-0.000769,-0.000769
467054,107,08:29.4,24,121,0,0,0,0,37.7,95807,1.585,-7.317,-7.317,-8.885,-9.973,-6.185,35.937,36.375,38.007,0.644645,0.958485,-10.648332,-6.472944,-2.135769,7.501156,25.205385,-0.000769,-0.000769
467556,107,08:29.9,24,121,0,0,0,0,37.6,95804,1.85,-7.189,-7.317,-8.885,-9.835,-6.062,35.937,36.312,38.004,0.749898,0.966886,-10.656061,-5.876837,-2.966588,10.028346,25.205385,-0.000769,-0.000769
468057,105,08:30.4,24,121,0,0,0,0,37.6,95807,1.585,-7.317,-7.317,-9.154,-10.391,-6.559,35.937,36.312,38.011,0.720353,0.998324,-10.647613,-5.565161,-3.508175,7.312513,25.205385,-0.000769,-0.000769
468562,105,08:31.0,24,121,0,0,0,0,37.7,95810,1.321,-7.189,-7.317,-8.885,-9.835,-6.062,35.875,36.312,37.968,0.698521,0.974747,-10.676644,-5.824607,-3.228501,7.019414,25.205385,-0.000769,-0.000769
469065,106,08:31.5,24,121,0,0,0,0,37.7,95813,1.057,-7.445,-7.445,-9.154,-10.251,-6.434,35.812,36.312,37.989,0.663071,0.976814,-10.65753,-4.941609,-3.170699,7.191148,25.205385,-0.000769,-0.000769
469569,106,08:32.0,24,121,0,0,0,0,37.7,95809,1.411,-7.317,-7.317,-8.885,-9.973,-6.309,35.875,36.312,37.993,0.722339,0.926025,-10.641725,-6.218519,-3.011171,7.280995,25.205385,-0.000769,-0.000769
470071,107,08:32.5,24,121,0,0,0,0,37.7,95809,1.411,-7.062,-7.189,-8.751,-9.835,-6.062,35.937,36.312,37.957,0.75742,1.020825,-10.662057,-6.492397,-1.933164,7.014079,25.205385,-0.000769,-0.000769
470571,107,08:33.0,24,121,0,0,0,0,37.7,95814,0.97,-7.317,-7.445,-9.154,-10.391,-6.559,35.937,36.312,37.989,0.801585,1.030108,-10.622549,-5.705033,-3.401043,6.948573,25.205385,-0.000769,-0.000769
471073,106,08:33.5,24,121,0,0,0,0,37.7,95812,1.147,-8.092,-7.961,-9.835,-11.1,-7.189,35.875,36.312,37.954,0.545727,0.504745,-10.629773,3.480251,-7.028507,4.404539,25.205385,-0.000769,-0.000769
471579,106,08:34.0,24,121,0,0,0,0,37.7,95818,0.618,-7.189,-7.189,-8.751,-9.835,-6.062,35.937,36.312,37.996,0.531697,0.55398,-10.666697,-5.337209,-3.410651,6.283157,25.205385,-0.000769,-0.000769
472080,108,08:34.5,24,121,0,0,0,0,37.7,95820,0.441,-8.354,-8.751,-10.391,-11.679,-7.445,35.875,36.312,37.993,0.600733,0.755472,-10.628417,-0.119274,-5.427772,6.125562,25.205385,-0.000769,-0.000769
472580,108,08:35.0,24,121,0,0,0,0,37.7,95820,0.441,-6.809,-7.189,-8.486,-9.425,-5.572,35.937,36.312,38.032,0.618889,0.80415,-10.567605,-10.693791,-0.954848,7.495466,25.205385,-0.000769,-0.000769
473088,106,08:35.5,24,121,0,0,0,0,37.7,95810,1.321,-7.062,-7.445,-8.885,-9.973,-6.185,36,36.312,37.996,0.712208,0.943451,-10.627083,-6.638412,-3.151957,7.287798,25.205385,-0.000769,-0.000769
473589,106,08:36.0,24,121,0,0,0,0,37.7,95819,0.528,-7.317,-7.445,-9.019,-10.112,-6.309,35.875,36.25,37.9,0.685599,1.003855,-10.676696,-5.886467,-2.556727,7.034086,25.205385,-0.000769,-0.000769
474090,106,08:36.5,24,121,0,0,0,0,37.7,95824,0.09,-7.573,-7.573,-9.289,-10.391,-6.434,35.937,36.312,37.993,0.78983,1.023886,-10.603632,-8.217683,-2.523309,7.397449,25.205385,-0.000769,-0.000769
474591,106,08:37.0,24,121,0,0,0,0,37.7,95809,1.411,-7.702,-7.573,-9.561,-10.673,-6.684,36,36.312,38.007,0.78999,1.074113,-10.646974,-4.372384,-3.67606,6.146089,25.205385,-0.000769,-0.000769
475100,106,08:37.5,24,121,0,0,0,0,37.7,95827,-0.18,-7.702,-7.702,-9.698,-10.814,-6.935,36,36.25,37.986,0.713307,1.014302,-10.644267,-4.785218,-3.057341,9.439487,25.205385,-0.000769,-0.000769
475608,106,08:38.0,24,121,0,0,0,0,37.6,95804,1.85,-7.573,-7.573,-9.289,-10.251,-6.309,36,36.312,38.007,0.732555,0.949696,-10.621398,-5.998363,-2.820437,8.371203,25.205385,-0.000769,-0.000769
476113,106,08:38.5,24,121,0,0,0,0,37.7,95807,1.585,-7.189,-7.189,-8.885,-9.973,-6.185,36,36.312,37.979,0.782345,1.02015,-10.646998,-5.878933,-2.919589,8.086659,25.205385,-0.000769,-0.000769
476614,106,08:39.0,24,121,0,0,0,0,37.7,95810,1.321,-6.935,-7.062,-9.019,-9.835,-6.062,36.062,36.312,37.986,0.753616,0.973014,-10.676868,-6.261753,-2.649895,7.306028,25.205385,-0.000769,-0.000769
477117,106,08:39.5,24,121,0,0,0,0,37.7,95817,0.705,-7.189,-7.317,-8.885,-9.973,-6.185,36.062,36.25,37.996,0.762926,0.940896,-10.651494,-6.320989,-2.305706,7.210438,25.205385,-0.000769,-0.000769
477617,106,08:40.0,24,121,0,0,0,0,37.7,95805,1.762,-7.445,-7.702,-9.289,-10.391,-6.559,36.062,36.25,37.946,0.798416,0.986961,-10.688173,-5.891522,-2.380533,6.650133,25.205385,-0.000769,-0.000769
478126,107,08:40.5,24,121,0,0,0,0,37.7,95813,1.057,-7.317,-7.573,-9.154,-10.251,-6.434,36.125,36.25,37.986,0.846043,1.00656,-10.671439,-5.86955,-3.999567,6.709038,25.205385,-0.000769,-0.000769
478635,107,08:41.0,24,121,0,0,0,0,37.7,95807,1.585,-7.317,-7.445,-8.885,-9.973,-6.185,36.187,36.312,37.968,0.833385,1.008574,-10.662361,-6.031918,-2.784783,7.124168,25.205385,-0.000769,-0.000769
479135,106,08:41.5,24,121,0,0,0,0,37.7,95809,1.411,-7.189,-7.317,-8.885,-9.973,-6.309,36.125,36.312,37.968,0.869033,1.004639,-10.603912,-6.092975,-2.323421,7.073,25.205385,-0.000769,-0.000769
479643,106,08:42.0,24,121,0,0,0,0,37.7,95801,2.114,-7.445,-7.317,-9.154,-10.251,-6.434,36.125,36.25,38.004,0.886161,1.05395,-10.619597,-5.948712,-2.73643,7.06836,25.205385,-0.000769,-0.000769
480146,105,08:42.5,24,121,0,0,0,0,37.7,95805,1.762,-7.445,-7.445,-9.289,-10.391,-6.434,36.187,36.312,38.014,0.867743,1.024181,-10.672095,-5.877625,-2.271778,5.031991,25.205385,-0.000769,-0.000769
480650,105,08:43.0,24,121,0,0,0,0,37.7,95809,1.411,-7.317,-7.445,-9.019,-10.112,-6.309,36.187,36.312,38.071,0.932203,1.031209,-10.66133,-5.720781,-2.578429,5.745535,25.205385,-0.000769,-0.000769
481157,107,08:43.5,24,121,0,0,0,0,37.7,95813,1.057,-7.189,-7.317,-8.751,-9.835,-6.062,36.187,36.25,38.011,0.988048,1.043891,-10.730138,-5.937652,-2.468619,6.751701,25.205385,-0.000769,-0.000769
481664,107,08:44.1,24,121,0,0,0,0,37.7,95816,0.793,-7.445,-7.702,-9.289,-10.391,-6.434,36.25,36.312,38.046,1.186296,0.982728,-10.575598,-5.552068,-1.376803,6.905095,25.205385,-0.000769,-0.000769
482165,106,08:44.6,24,121,0,0,0,0,37.7,95816,0.793,-7.961,-8.223,-9.973,-11.243,-7.317,36.25,36.312,38.082,1.030926,1.022909,-10.546083,-4.326049,-11.480341,5.891108,25.205385,-0.000769,-0.000769
482670,106,08:45.1,24,121,0,0,0,0,37.7,95819,0.528,-7.445,-7.831,-9.289,-10.532,-6.559,36.312,36.312,37.993,0.688808,0.959895,-10.655735,-5.691696,-4.103348,6.739287,25.205385,-0.000769,-0.000769
483171,106,08:45.6,24,121,0,0,0,0,37.7,95817,0.705,-7.189,-7.317,-9.019,-10.112,-6.309,36.312,36.312,38.043,0.634803,0.984953,-10.646191,-6.016515,-2.960563,7.021009,25.205385,-0.000769,-0.000769
483679,106,08:46.1,24,121,0,0,0,0,37.7,95813,1.057,-7.445,-7.573,-9.289,-10.391,-6.434,36.375,36.25,38.032,0.63767,0.963444,-10.653584,-5.958538,-2.916352,7.098802,25.205385,-0.000769,-0.000769
484180,106,08:46.6,24,121,0,0,0,0,37.7,95809,1.411,-7.702,-7.831,-9.561,-10.673,-6.809,36.375,36.312,38.096,0.745599,0.99498,-10.603409,-6.801493,-1.524115,7.702132,25.205385,-0.000769,-0.000769
484687,106,08:47.1,24,121,0,0,0,0,37.7,95816,0.793,-7.189,-7.189,-8.885,-9.973,-6.185,36.437,36.25,38.064,0.599757,0.907468,-10.676408,-6.901374,-2.364399,7.639536,25.205385,-0.000769,-0.000769
485192,106,08:47.6,24,121,0,0,0,0,37.7,95814,0.97,-7.189,-7.317,-9.019,-10.112,-6.309,36.375,36.312,38.004,0.681029,1.02618,-10.667535,-6.182265,-3.182341,7.525902,25.205385,-0.000769,-0.000769
485699,106,08:48.1,24,121,0,0,0,0,37.7,95811,1.234,-7.189,-7.317,-8.885,-9.835,-6.062,36.437,36.25,38.025,0.648291,1.000857,-10.607722,-6.189338,-2.79614,7.584531,25.205385,-0.000769,-0.000769
486199,107,08:48.6,24,121,0,0,0,0,37.7,95805,1.762,-7.445,-7.445,-9.425,-10.532,-6.684,36.437,36.312,38.05,0.805037,1.042144,-10.633787,-5.929594,-3.351119,7.65638,25.205385,-0.000769,-0.000769
486703,107,08:49.1,24,121,0,0,0,0,37.7,95818,0.618,-7.062,-7.189,-8.619,-9.561,-5.939,36.437,36.312,38.054,0.68597,1.096006,-10.653802,-5.420449,-1.893107,11.139475,25.205385,-0.000769,-0.000769
487208,106,08:49.6,24,121,0,0,0,0,37.7,95823,0.177,-7.445,-7.445,-9.154,-10.251,-6.434,36.5,36.25,38.121,0.641341,0.916697,-10.689966,-6.185797,-2.866565,8.180292,25.205385,-0.000769,-0.000769
487709,106,08:50.1,24,121,0,0,0,0,37.7,95816,0.793,-7.317,-7.317,-8.885,-9.973,-6.185,36.5,36.312,38.064,0.718411,0.994,-10.694256,-6.280384,-2.102676,7.98448,25.205385,-0.000769,-0.000769
488217,106,08:50.6,24,121,0,0,0,0,37.7,95819,0.528,-7.831,-7.831,-9.698,-10.957,-7.062,36.5,36.312,38.007,0.822191,1.007316,-10.626081,-5.677285,-4.027837,7.025598,25.205385,-0.000769,-0.000769
488724,106,08:51.1,24,121,0,0,0,0,37.7,95810,1.321,-7.702,-7.831,-9.698,-10.814,-6.935,36.5,36.312,38.096,0.65824,0.980046,-10.64026,-5.870618,-3.195853,6.300271,25.205385,-0.000769,-0.000769
489229,107,08:51.6,24,121,0,0,0,0,37.7,95821,0.354,-7.189,-7.317,-9.019,-10.112,-6.309,36.562,36.312,38.164,0.605391,0.943699,-10.662428,-6.25699,-2.938021,6.659132,25.205385,-0.000769,-0.000769
489729,107,08:52.1,24,121,0,0,0,0,37.7,95811,1.234,-7.445,-7.573,-9.154,-10.251,-6.434,36.562,36.312,38.125,0.649532,0.989981,-10.616402,-6.822927,-0.763946,7.071433,25.205385,-0.000769,-0.000769
490237,106,08:52.6,24,121,0,0,0,0,37.7,95800,2.204,-7.961,-7.831,-10.532,-12.12,-7.961,36.562,36.312,38.118,0.659759,1.013276,-10.684635,-5.76929,-3.620188,7.018847,25.205385,-0.000769,-0.000769
490741,106,08:53.1,24,121,0,0,0,0,37.7,95801,2.114,-7.445,-7.445,-9.019,-10.112,-6.309,36.5,36.312,38.15,0.655989,1.004617,-10.677967,-6.222001,-2.3606,7.294075,25.205385,-0.000769,-0.000769
491247,107,08:53.6,24,121,0,0,0,0,37.7,95807,1.585,-7.961,-8.092,-9.698,-10.673,-6.559,36.5,36.312,38.121,0.677417,1.022727,-10.635427,-5.804896,-3.291509,7.160743,25.205385,-0.000769,-0.000769
491752,107,08:54.1,24,121,0,0,0,0,37.7,95803,1.939,-7.062,-7.189,-8.885,-9.973,-6.185,36.5,36.312,38.171,0.590574,1.013055,-10.643534,-6.48977,-2.596083,7.311402,25.205385,-0.000769,-0.000769
492258,107,08:54.6,24,121,0,0,0,0,37.7,95808,1.498,-7.189,-7.189,-8.885,-9.835,-5.939,36.5,36.312,38.15,0.717395,1.113524,-10.629756,-5.508863,-4.093902,6.460093,25.205385,-0.000769,-0.000769
492758,107,08:55.1,24,121,0,0,0,0,37.7,95812,1.147,-7.445,-7.573,-9.154,-10.251,-6.559,36.562,36.312,38.118,0.535047,0.944392,-10.674044,-6.485154,-3.769147,8.925862,25.205385,-0.000769,-0.000769
493264,106,08:55.7,24,121,0,0,0,0,37.7,95804,1.85,-6.935,-6.935,-8.751,-9.698,-5.939,36.625,36.312,38.146,0.662137,1.079569,-10.585393,-4.598915,-2.641962,4.303789,25.205385,-0.000769,-0.000769
493772,106,08:56.2,24,121,0,0,0,0,37.7,95806,1.675,-7.702,-7.702,-9.425,-10.532,-6.684,36.687,36.375,38.118,0.589913,0.982394,-10.694289,-5.629439,-2.722277,5.645857,25.205385,-0.000769,-0.000769
494274,106,08:56.7,24,121,0,0,0,0,37.7,95801,2.114,-6.684,-6.809,-8.223,-9.019,-5.45,36.75,36.312,38.15,0.507102,1.112636,-10.642923,-5.8211,-4.522638,5.728624,25.205385,-0.000769,-0.000769
494775,106,08:57.2,24,121,0,0,0,0,37.7,95803,1.939,-7.189,-7.317,-9.019,-10.112,-6.062,36.75,36.312,38.114,0.698476,1.041738,-10.748059,-6.272899,-2.465044,6.84528,25.205385,-0.000769,-0.000769
495282,106,08:57.7,24,121,0,0,0,0,37.7,95802,2.027,-6.434,-6.559,-8.223,-9.289,-5.693,36.75,36.375,38.107,0.634236,1.02235,-10.704294,-5.987043,-2.800606,6.862247,25.205385,-0.000769,-0.000769
495790,106,08:58.2,24,121,0,0,0,0,37.7,95814,0.97,-7.189,-7.317,-8.885,-9.835,-5.939,36.75,36.312,38.186,0.654754,1.027994,-10.698,-6.088472,-2.818054,6.967422,25.205385,-0.000769,-0.000769
496293,107,08:58.7,24,121,0,0,0,0,37.7,95871,-4.053,-7.961,-7.961,-9.698,-10.814,-6.809,36.75,36.687,38.189,0.660745,1.035243,-10.690148,-5.70052,-2.68091,6.65992,25.205385,-0.000769,-0.000769
496795,107,08:59.2,24,121,0,0,0,0,37.8,95819,0.528,-7.445,-7.445,-9.425,-10.391,-6.559,36.812,36.375,38.175,0.655669,1.008316,-10.654774,-5.828753,-3.084261,6.60018,25.205385,-0.000769,-0.000769
497303,106,08:59.7,24,121,0,0,0,0,37.7,95802,2.027,-6.684,-6.809,-8.619,-9.561,-5.939,36.812,36.375,38.257,0.667428,1.083813,-10.702292,-4.397856,-2.250343,6.805098,25.205385,-0.000769,-0.000769
497810,106,09:00.2,24,121,0,0,0,0,37.7,95810,1.321,-6.935,-6.935,-8.486,-9.561,-5.816,36.812,36.375,38.039,0.464236,0.7636,-10.658576,-3.61103,-3.072162,6.335529,25.205385,-0.000769,-0.000769
498313,107,09:00.7,24,121,0,0,0,0,37.7,95804,1.85,-7.189,-7.317,-8.751,-9.973,-6.185,36.812,36.375,38.239,0.536991,0.818724,-10.677784,-7.994973,-1.996065,7.085119,25.205385,-0.000769,-0.000769
498818,107,09:01.2,24,121,0,0,0,0,37.7,95800,2.204,-7.445,-7.445,-9.425,-10.673,-6.559,36.75,36.375,38.15,0.599254,0.94192,-10.658752,-5.91522,-2.856907,6.877419,25.205385,-0.000769,-0.000769
499318,107,09:01.7,24,121,0,0,0,0,37.7,95800,2.204,-7.445,-7.445,-9.289,-10.673,-6.684,36.75,36.375,38.196,0.608303,0.910685,-10.651825,-6.195053,-2.830611,4.804013,25.205385,-0.000769,-0.000769
499822,107,09:02.2,24,121,0,0,0,0,37.7,95797,2.465,-7.961,-8.092,-9.835,-10.957,-6.809,36.75,36.375,38.164,0.735554,0.910758,-10.700736,-4.381331,1.436904,5.199,25.205385,-0.000769,-0.000769
500328,106,09:02.7,24,121,0,0,0,0,37.7,95800,2.204,-8.092,-7.961,-10.391,-11.825,-7.702,36.812,36.375,38.211,1.019756,0.482557,-10.521225,-2.341516,-4.491837,-12.441945,25.205385,-0.000769,-0.000769
