3047: ReferencePressure(Pa): 22541
now (ms),fps,battery (V),gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsCourse (deg),gpsCourse (cardinal),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlm (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss),
31186,39,2.950,19:59:8.80,30.355699,-95.502838,11034.701,89.000,E,24.436,7,-25.200,23273,-270.416,-27.13,-50.79,-50.68,0.000,0.000,-27.736,-11.407814,-0.153125,-0.880469,-83.478263,-60.799999,-16.139129,0.233846,0.367692,0.173846,
31289,39,2.950,19:59:8.90,30.355699,-95.502807,11034.000,89.000,E,24.642,7,-25.200,23270,-269.322,-27.13,-50.79,-50.64,0.000,0.000,-28.021,-11.407814,-0.153125,-0.689063,-83.060867,-63.165218,-14.817392,0.235385,0.360000,0.212308,
31399,39,2.950,19:59:9.00,30.355709,-95.502792,11033.300,88.800,E,24.796,7,-25.100,23276,-271.509,-27.13,-50.79,-50.62,0.000,0.000,-28.457,-11.369532,-0.114844,-0.803906,-82.226089,-68.243476,-14.400000,0.234615,0.337692,0.244615,
31504,39,2.950,19:59:9.00,30.355709,-95.502792,11033.300,88.800,E,24.796,7,-25.200,23280,-272.968,-27.10,-50.80,-50.58,0.000,0.000,82.143,-11.407814,-0.153125,-0.803906,0.000000,0.000000,0.000000,0.237692,0.317692,0.273846,
31610,39,2.949,19:59:9.20,30.355709,-95.502731,11032.401,88.500,E,25.053,7,-26.000,23150,-225.460,-27.04,-50.85,-50.55,0.000,0.000,-28.079,-11.292969,-0.114844,-0.918750,-82.295654,-64.486953,-16.208696,0.250000,0.294615,0.296154,
31711,39,2.948,19:59:9.30,30.355709,-95.502708,11031.701,88.300,E,25.208,7,-25.100,23286,-275.156,-27.06,-50.88,-50.54,0.000,0.000,-28.650,-11.025001,-0.229688,-0.612500,-83.130432,-64.139129,-11.686957,0.254615,0.267692,0.313846,
31817,39,2.949,19:59:9.40,30.355709,-95.502677,11031.100,88.100,E,25.259,7,-25.100,23287,-275.520,-27.08,-50.92,-50.56,0.000,0.000,-28.300,-10.986720,-0.191406,-0.689063,-81.739128,-63.860870,-8.278262,0.271538,0.233077,0.334615,
31928,39,2.949,19:59:9.50,30.355709,-95.502662,11030.500,87.800,E,25.362,7,-25.100,23297,-279.162,-27.09,-50.93,-50.56,0.000,0.000,-27.914,-11.216407,-0.191406,-0.842187,-82.573913,-61.843479,-10.782609,0.289231,0.204615,0.348462,
32038,41,2.947,19:59:9.60,30.355720,-95.502632,11029.901,87.800,E,25.362,7,-25.200,23282,-273.692,-27.00,-50.68,-50.54,0.000,0.000,82.143,-11.101563,-0.191406,-0.803906,0.000000,0.000000,0.000000,0.297692,0.162308,0.360000,
32139,41,2.947,19:59:9.70,30.355720,-95.502601,11029.300,87.800,E,25.362,7,-25.800,23190,-240.103,-26.91,-50.37,-50.52,0.000,0.000,-28.511,-10.565626,-0.153125,-0.765625,-83.686958,-58.782608,-16.626087,0.320769,0.131538,0.363846,
32249,41,2.947,19:59:9.80,30.355720,-95.502578,11028.901,87.800,E,25.362,7,-25.200,23300,-280.255,-26.93,-50.38,-50.50,0.000,0.000,-28.561,-10.795313,-0.382812,-0.765625,-81.113044,-65.739128,-6.817391,0.336154,0.094615,0.356154,
32350,41,2.947,19:59:9.90,30.355720,-95.502548,11026.901,87.800,E,25.362,7,-25.200,23291,-276.974,-26.94,-50.41,-50.48,0.000,0.000,-28.296,-10.910157,-0.114844,-0.957031,-81.182609,-68.521736,-8.000000,0.359231,0.055385,0.349231,
32458,41,2.947,19:59:10.00,30.355730,-95.502532,11026.300,87.800,E,25.362,7,-25.200,23299,-279.891,-26.96,-50.45,-50.48,0.000,0.000,-28.171,-11.178126,-0.344531,-0.918750,-81.669563,-68.382606,-10.852174,0.392308,0.027692,0.329231,
32567,41,2.948,19:59:10.10,30.355730,-95.502502,11025.600,87.800,E,25.362,7,-25.200,23290,-276.614,-26.97,-50.50,-50.48,0.000,0.000,82.143,-11.254688,-0.306250,-0.803906,0.000000,0.000000,0.000000,0.412308,-0.009231,0.293846,
33312,23,2.946,19:59:10.30,30.355730,-95.502456,11024.500,86.300,E,25.156,7,-26.500,23233,-255.814,-26.99,-50.65,-50.63,0.000,0.000,-28.654,-11.560938,-0.267969,-0.842187,-81.599998,-68.730438,-12.034783,0.496923,-0.041538,0.030769,
33423,23,2.946,19:59:10.30,30.355730,-95.502456,11024.500,86.300,E,25.156,7,-26.500,23233,-255.814,-26.85,-50.27,-50.60,0.000,0.000,82.143,-11.446094,-0.382812,-0.612500,0.000000,0.000000,0.000000,0.500769,-0.026154,-0.009231,
33523,23,2.946,19:59:11.10,30.355749,-95.502281,11017.901,85.900,E,23.664,7,-25.800,23259,-265.305,-26.79,-50.08,-50.58,0.000,0.000,-28.093,-11.216407,-0.229688,-0.612500,-82.226089,-59.965217,-8.973914,0.485385,-0.006154,-0.043077,
33634,23,2.946,19:59:11.20,30.355749,-95.502250,11017.500,86.100,E,23.510,7,-25.200,23340,-294.820,-26.81,-50.14,-50.58,0.000,0.000,-28.764,-11.101563,-0.382812,-0.689063,-82.573913,-66.852172,0.000000,0.483077,0.016154,-0.069231,
33734,23,2.946,19:59:11.30,30.355739,-95.502227,11016.600,86.100,E,23.510,7,-25.200,23345,-296.638,-26.84,-50.17,-50.60,0.000,0.000,-28.714,-10.757032,-0.153125,-0.842187,-80.834785,-69.008697,-1.113043,0.466923,0.037692,-0.092308,
33863,23,2.947,19:59:11.40,30.355739,-95.502212,11015.701,86.100,E,23.510,7,-25.200,23343,-295.908,-26.85,-50.20,-50.61,0.000,0.000,82.143,-10.910157,-0.038281,-0.765625,0.000000,0.000000,0.000000,0.449231,0.071538,-0.126923,
33966,23,2.947,19:59:11.50,30.355739,-95.502189,11014.800,86.100,E,23.510,7,-26.600,23309,-283.532,-26.87,-50.23,-50.62,0.000,0.000,-28.436,-11.599220,-0.191406,-1.148437,-82.991302,-69.495651,-6.469565,0.430000,0.103077,-0.146154,
34078,26,2.946,19:59:11.70,30.355739,-95.502136,11013.100,87.300,E,22.996,7,-25.200,23360,-302.091,-26.89,-50.29,-50.61,0.000,0.000,-28.129,-11.407814,-0.191406,-0.535937,-82.782608,-69.078262,-5.008696,0.411538,0.139231,-0.160000,
34191,26,2.947,19:59:11.80,30.355739,-95.502120,11012.701,88.100,E,22.944,7,-25.200,23351,-298.820,-26.91,-50.33,-50.59,0.000,0.000,-28.339,-11.675782,-0.191406,-0.842187,-82.713043,-69.773910,-7.304348,0.386154,0.181538,-0.168462,
34293,26,2.947,19:59:11.90,30.355739,-95.502090,11011.800,88.500,E,22.944,7,-25.200,23359,-301.727,-26.92,-50.36,-50.52,0.000,0.000,-28.371,-11.828907,-0.191406,-0.995312,-83.060867,-68.869567,-8.765218,0.363077,0.214615,-0.166154,
34396,26,2.947,19:59:11.90,30.355739,-95.502090,11011.800,88.500,E,22.944,7,-25.200,23363,-303.185,-26.87,-50.28,-50.55,0.000,0.000,82.143,-11.599220,-0.229688,-0.727344,0.000000,0.000000,0.000000,0.337692,0.252308,-0.156154,
34502,26,2.945,19:59:12.10,30.355730,-95.502052,11010.000,89.500,E,23.047,7,-25.800,23198,-243.026,-26.79,-50.13,-50.57,0.000,0.000,-27.964,-11.063282,-0.229688,-0.803906,-84.313041,-63.443477,-5.913043,0.319231,0.293077,-0.141538,
34611,26,2.944,19:59:12.20,30.355730,-95.502021,11009.100,90.000,E,23.150,7,-25.200,23365,-303.909,-26.81,-50.14,-50.56,0.000,0.000,-28.029,-10.910157,-0.229688,-0.842187,-83.478263,-65.739128,-8.000000,0.293077,0.324615,-0.120769,
34721,26,2.945,19:59:12.30,30.355720,-95.501991,11008.201,90.300,E,23.253,7,-25.200,23365,-303.909,-26.83,-50.18,-50.54,0.000,0.000,-28.561,-11.101563,-0.153125,-0.650781,-83.130432,-64.208694,-3.130435,0.271538,0.350769,-0.088462,
34822,26,2.944,19:59:12.40,30.355720,-95.501968,11007.401,90.600,E,23.356,7,-25.200,23366,-304.274,-26.85,-50.19,-50.52,0.000,0.000,-28.011,-11.063282,-0.191406,-0.612500,-83.269561,-66.782608,-8.556522,0.256154,0.370000,-0.060000,
34928,26,2.944,19:59:12.50,30.355720,-95.501937,11006.701,90.900,E,23.510,7,-25.200,23375,-307.545,-26.87,-50.25,-50.52,0.000,0.000,82.143,-11.025001,-0.153125,-0.689063,0.000000,0.000000,0.000000,0.232308,0.394615,-0.024615,
35031,39,2.944,19:59:12.60,30.355720,-95.501922,11005.901,90.900,E,23.510,7,-26.300,23244,-259.836,-26.88,-50.26,-50.52,0.000,0.000,-28.475,-11.178126,-0.114844,-0.727344,-83.408699,-67.547828,-4.660870,0.223077,0.405385,0.006923,
35141,39,2.944,19:59:12.70,30.355720,-95.501892,11005.300,90.900,E,23.510,7,-25.200,23372,-306.456,-26.89,-50.30,-50.50,0.000,0.000,-27.946,-11.178126,-0.382812,-0.842187,-82.434783,-69.217391,-4.521739,0.216923,0.406154,0.058462,
35241,39,2.944,19:59:12.80,30.355720,-95.501861,11004.901,90.900,E,23.510,7,-25.200,23364,-303.550,-26.91,-50.33,-50.51,0.000,0.000,-28.339,-10.871875,-0.344531,-0.689063,-84.591300,-65.599998,-0.347826,0.216154,0.401538,0.095385,
35350,39,2.944,19:59:12.90,30.355720,-95.501838,11002.901,90.900,E,23.510,7,-25.200,23382,-310.087,-26.94,-50.35,-50.50,0.000,0.000,-27.900,-10.603907,-0.267969,-0.727344,-83.130432,-64.765220,-2.017391,0.217692,0.393077,0.141538,
35457,39,2.944,19:59:13.00,30.355720,-95.501808,11002.300,90.900,E,23.510,7,-25.200,23387,-311.905,-26.94,-50.34,-50.51,0.000,0.000,-34.889,-11.139844,-0.382812,-0.689063,-0.069565,-0.069565,-0.069565,0.219231,0.380769,0.176923,
35563,39,2.943,19:59:13.10,30.355720,-95.501777,11001.701,90.900,E,23.510,7,-26.500,23344,-296.273,-26.96,-50.36,-50.48,0.000,0.000,-28.179,-11.560938,-0.229688,-0.803906,-82.713043,-70.260871,-2.921739,0.223077,0.365385,0.213077,
35663,39,2.943,19:59:13.20,30.355720,-95.501747,11001.401,90.700,E,24.642,7,-25.200,23384,-310.816,-26.98,-50.40,-50.48,0.000,0.000,-28.589,-11.254688,-0.114844,-0.689063,-85.356521,-68.591300,-6.608695,0.232308,0.341538,0.242308,
35774,39,2.943,19:59:13.40,30.355730,-95.501701,11000.000,90.500,E,24.796,7,-25.200,23391,-313.358,-27.01,-50.43,-50.49,0.000,0.000,-27.918,-11.522657,-0.306250,-0.727344,-84.660865,-69.426086,-9.321740,0.246923,0.314615,0.270000,
35887,39,2.943,19:59:13.50,30.355730,-95.501670,10999.300,90.000,E,25.002,7,-25.200,23397,-315.535,-27.02,-50.43,-50.47,0.000,0.000,-28.336,-11.369532,-0.191406,-0.803906,-83.617393,-71.095649,-9.669566,0.260769,0.287692,0.285385,
35991,39,2.943,19:59:13.50,30.355730,-95.501670,10999.300,90.000,E,25.002,7,-25.200,23395,-314.811,-27.00,-50.40,-50.45,0.000,0.000,82.143,-11.484375,-0.267969,-0.765625,0.000000,0.000000,0.000000,0.279231,0.250769,0.309231,
36098,40,2.943,19:59:13.70,30.355730,-95.501617,10997.901,89.500,E,25.053,7,-26.100,23260,-265.670,-26.98,-50.41,-50.44,0.000,0.000,-28.643,-11.446094,-0.229688,-0.803906,-83.826087,-70.886955,-2.921739,0.297692,0.216923,0.319231,
36198,40,2.944,19:59:13.80,30.355730,-95.501602,10997.500,89.200,E,25.053,7,-25.200,23408,-319.530,-26.99,-50.43,-50.42,0.000,0.000,-28.668,-11.484375,-0.229688,-0.497656,-82.852172,-74.365219,-2.852174,0.319231,0.180769,0.327692,
36306,40,2.944,19:59:13.90,30.355730,-95.501571,10996.800,89.000,E,25.053,7,-25.200,23411,-320.619,-27.00,-50.45,-50.43,0.000,0.000,-28.189,-11.292969,-0.267969,-0.957031,-82.921737,-72.834785,0.695652,0.348462,0.143846,0.320000,
36407,40,2.942,19:59:14.00,30.355739,-95.501548,10994.901,88.800,E,25.002,7,-25.200,23405,-318.442,-27.02,-50.49,-50.51,0.000,0.000,-28.539,-10.795313,-0.191406,-0.689063,-84.382606,-71.165214,0.486957,0.369231,0.107692,0.311538,
36511,40,2.942,19:59:14.10,30.355739,-95.501518,10994.401,88.800,E,25.002,7,-25.200,23409,-319.895,-27.01,-50.53,-50.47,0.000,0.000,82.143,-10.757032,-0.344531,-0.612500,0.000000,0.000000,0.000000,0.399231,0.067692,0.291538,
36616,40,2.942,19:59:14.20,30.355739,-95.501502,10994.100,88.300,E,24.796,7,-26.100,23308,-283.172,-27.01,-50.55,-50.46,0.000,0.000,-27.968,-10.833595,-0.229688,-0.574219,-84.660865,-69.773910,6.678261,0.426154,0.026923,0.268462,
36728,40,2.941,19:59:14.30,30.355739,-95.501480,10993.500,88.200,E,24.642,7,-25.200,23418,-323.161,-27.03,-50.60,-50.44,0.000,0.000,-28.504,-11.139844,-0.267969,-0.535937,-84.939132,-69.286956,7.095652,0.445385,-0.003846,0.239231,
36839,40,2.941,19:59:14.40,30.355739,-95.501449,10992.800,88.200,E,24.642,7,-25.200,23415,-322.072,-27.04,-50.68,-50.44,0.000,0.000,-28.832,-11.178126,-0.191406,-0.612500,-86.678260,-61.426086,0.556522,0.463077,-0.032308,0.208462,
36950,40,2.941,19:59:14.50,30.355749,-95.501426,10992.100,88.200,E,24.642,7,-25.200,23418,-323.161,-27.05,-50.72,-50.43,0.000,0.000,-27.986,-11.484375,-0.191406,-0.880469,-87.095649,-62.260868,1.252174,0.476923,-0.058462,0.168462,
37056,40,2.941,19:59:14.60,30.355749,-95.501403,10991.500,88.200,E,24.642,7,-25.200,23424,-325.338,-27.03,-50.73,-50.43,0.000,0.000,82.143,-11.101563,-0.267969,-0.727344,0.000000,0.000000,0.000000,0.493077,-0.072308,0.133077,
37158,40,2.941,19:59:14.70,30.355749,-95.501380,10990.800,88.200,E,24.642,7,-26.100,23321,-287.902,-27.02,-50.76,-50.42,0.000,0.000,-28.189,-10.910157,-0.306250,-0.689063,-87.373916,-66.295654,9.321740,0.499231,-0.083077,0.093846,
37269,40,2.941,19:59:14.90,30.355749,-95.501327,10989.600,88.200,E,24.642,7,-25.200,23431,-327.874,-27.02,-50.74,-50.43,0.000,0.000,-28.293,-11.178126,-0.267969,-0.727344,-89.043479,-62.886955,3.686956,0.501538,-0.089231,0.049231,
37369,40,2.941,19:59:14.90,30.355749,-95.501327,10989.600,87.500,E,23.819,7,-25.200,23433,-328.604,-27.03,-50.75,-50.45,0.000,0.000,-27.832,-10.871875,-0.114844,-0.689063,-89.113044,-58.295650,-5.008696,0.498462,-0.090000,0.012308,
37482,40,2.941,19:59:15.10,30.355760,-95.501289,10988.100,87.500,E,23.510,7,-25.200,23439,-330.776,-27.04,-50.77,-50.44,0.000,0.000,-28.104,-10.948438,-0.153125,-0.803906,-88.139129,-57.739131,-2.782609,0.496154,-0.068462,-0.024615,
37586,40,2.940,19:59:15.10,30.355760,-95.501289,10988.100,87.500,E,23.510,7,-25.200,23445,-332.953,-27.01,-50.71,-50.47,0.000,0.000,82.143,-10.986720,-0.229688,-0.727344,0.000000,0.000000,0.000000,0.489231,-0.047692,-0.062308,
37687,40,2.940,19:59:15.30,30.355749,-95.501251,10986.901,88.000,E,23.150,7,-25.900,23270,-269.322,-26.96,-50.69,-50.48,0.000,0.000,-27.993,-11.101563,-0.229688,-0.689063,-91.547828,-59.478260,-3.478261,0.481538,-0.018462,-0.093077,
37789,40,2.940,19:59:15.40,30.355749,-95.501228,10986.100,88.200,E,22.996,7,-25.200,23438,-330.416,-26.97,-50.68,-50.46,0.000,0.000,-27.932,-10.871875,-0.114844,-0.689063,-90.226089,-57.808696,-4.800000,0.466923,0.016923,-0.116923,
37902,40,2.939,19:59:15.50,30.355749,-95.501197,10985.300,88.600,E,22.841,7,-25.200,23431,-327.874,-26.98,-50.67,-50.42,0.000,0.000,-28.636,-10.603907,-0.267969,-0.689063,-90.852172,-56.278259,-11.269566,0.453077,0.050769,-0.136154,
38010,40,2.939,19:59:15.60,30.355749,-95.501182,10984.401,88.900,E,22.790,7,-25.200,23442,-331.864,-27.01,-50.69,-50.44,0.000,0.000,-27.746,-10.757032,-0.038281,-0.689063,-90.086959,-61.982608,-11.200000,0.434615,0.096923,-0.151538,
38117,40,2.939,19:59:15.70,30.355749,-95.501159,10983.600,89.200,E,22.687,7,-25.200,23439,-330.776,-26.97,-50.66,-50.45,0.000,0.000,82.143,-10.718750,-0.114844,-0.765625,0.000000,0.000000,0.000000,0.416923,0.140000,-0.153846,
38221,40,2.940,19:59:15.80,30.355739,-95.501136,10983.201,89.500,E,22.687,7,-25.900,23311,-284.261,-26.92,-50.59,-50.45,0.000,0.000,-28.346,-10.833595,-0.267969,-0.803906,-91.478263,-63.095653,-8.139131,0.389231,0.182308,-0.153077,
38322,40,2.937,19:59:15.90,30.355739,-95.501106,10982.401,89.500,E,22.687,7,-25.200,23451,-335.125,-26.92,-50.54,-50.42,0.000,0.000,-28.300,-10.795313,0.000000,-0.995312,-90.295654,-63.234783,-6.052174,0.369231,0.230000,-0.145385,
38430,40,2.937,19:59:16.00,30.355739,-95.501091,10981.701,89.900,E,22.738,7,-25.200,23456,-336.937,-26.93,-50.55,-50.44,0.000,0.000,-28.393,-10.948438,-0.038281,-0.689063,-90.226089,-58.782608,-15.930436,0.342308,0.266154,-0.130000,
38541,40,2.937,19:59:16.10,30.355739,-95.501060,10981.100,89.900,E,22.738,7,-25.200,23452,-335.490,-26.95,-50.57,-50.45,0.000,0.000,-28.279,-10.871875,-0.229688,-0.842187,-88.626083,-64.486953,-11.686957,0.321538,0.302308,-0.103077,
38649,40,2.937,19:59:16.20,30.355739,-95.501037,10980.701,89.900,E,22.738,7,-25.200,23457,-337.297,-26.94,-50.59,-50.41,0.000,0.000,82.143,-10.833595,0.076563,-0.803906,0.000000,0.000000,0.000000,0.296923,0.334615,-0.074615,
38752,40,2.937,19:59:16.30,30.355739,-95.501007,10980.000,89.900,E,22.738,7,-26.100,23352,-299.185,-26.93,-50.60,-50.39,0.000,0.000,-28.143,-11.063282,-0.267969,-0.612500,-90.573913,-61.008697,-13.565217,0.280769,0.359231,-0.045385,
38860,40,2.937,19:59:16.50,30.355730,-95.500961,10978.600,89.900,E,22.738,7,-25.200,23469,-341.646,-26.95,-50.62,-50.36,0.000,0.000,-28.111,-11.139844,-0.191406,-0.995312,-90.086959,-63.791305,-8.556522,0.256154,0.380769,-0.001538,
38961,40,2.936,19:59:16.60,30.355730,-95.500938,10977.800,91.300,E,23.099,7,-25.200,23463,-339.474,-26.95,-50.59,-50.39,0.000,0.000,-28.286,-10.718750,-0.076563,-0.689063,-89.460868,-56.556522,-11.130435,0.236154,0.393846,0.037692,
39075,39,2.935,19:59:16.70,30.355730,-95.500907,10977.100,91.500,E,23.356,7,-25.200,23466,-340.563,-26.97,-50.62,-50.36,0.000,0.000,-28.529,-11.063282,-0.191406,-0.880469,-89.321739,-58.713043,-6.400000,0.225385,0.394615,0.090000,
39180,39,2.936,19:59:16.70,30.355730,-95.500907,10977.100,91.500,E,23.356,7,-25.200,23479,-345.271,-26.98,-50.60,-50.33,0.000,0.000,82.143,-10.986720,-0.114844,-0.880469,0.000000,0.000000,0.000000,0.225385,0.392308,0.134615,
39286,39,2.936,19:59:16.90,30.355730,-95.500862,10975.901,91.600,E,23.664,7,-26.600,23407,-319.166,-26.99,-50.59,-50.32,0.000,0.000,-28.279,-10.986720,-0.076563,-0.803906,-89.391304,-56.904346,-10.643479,0.218462,0.383077,0.169231,
39401,39,2.936,19:59:17.00,30.355730,-95.500831,10975.201,91.500,E,23.922,7,-25.200,23484,-347.079,-27.01,-50.59,-50.28,0.000,0.000,-28.450,-11.139844,0.000000,-0.880469,-89.878257,-56.834781,-14.539131,0.216923,0.368462,0.223846,
39501,39,2.936,19:59:17.10,30.355730,-95.500801,10974.401,91.300,E,24.127,7,-25.200,23487,-348.167,-27.02,-50.61,-50.26,0.000,0.000,-27.786,-11.101563,-0.114844,-0.727344,-89.113044,-61.704349,-13.286957,0.226154,0.336154,0.263077,
39610,39,2.936,19:59:17.20,30.355730,-95.500770,10974.100,91.100,E,24.333,7,-25.200,23503,-353.959,-27.04,-50.59,-50.26,0.000,0.000,-28.482,-10.680469,-0.038281,-0.803906,-87.791305,-58.504348,-9.321740,0.232308,0.310769,0.293077,
39718,39,2.936,19:59:17.30,30.355730,-95.500740,10973.401,90.900,E,24.539,7,-25.200,23496,-351.422,-27.04,-50.57,-50.25,0.000,0.000,82.143,-10.986720,0.000000,-0.957031,0.000000,0.000000,0.000000,0.233846,0.270769,0.324615,
39819,39,2.936,19:59:17.40,30.355730,-95.500717,10972.701,90.600,E,24.693,7,-26.100,23347,-297.361,-27.02,-50.57,-50.25,0.000,0.000,-28.754,-11.025001,-0.229688,-0.880469,-88.000000,-58.991302,-12.800001,0.249231,0.243846,0.346923,
39919,39,2.936,19:59:17.50,30.355730,-95.500686,10972.100,90.600,E,24.693,7,-25.200,23498,-352.146,-27.02,-50.53,-50.22,0.000,0.000,-28.239,-10.871875,0.153125,-0.957031,-88.765220,-53.356521,-12.869565,0.269231,0.199231,0.371538,
40028,39,2.936,19:59:17.60,30.355739,-95.500663,10971.500,90.600,E,24.693,7,-25.200,23506,-355.042,-27.04,-50.54,-50.22,0.000,0.000,-28.046,-11.331251,0.191406,-1.033594,-88.139129,-57.669567,-23.721738,0.280769,0.153077,0.377692,
40138,39,2.935,19:59:17.70,30.355739,-95.500633,10970.901,90.600,E,24.693,7,-25.200,23514,-357.938,-27.06,-50.55,-50.25,0.000,0.000,-28.325,-11.254688,-0.153125,-0.918750,-88.000000,-59.408695,-25.878261,0.289231,0.120000,0.393846,
40247,39,2.935,19:59:17.80,30.355739,-95.500610,10970.600,90.600,E,24.693,7,-25.200,23508,-355.766,-27.04,-50.50,-50.24,0.000,0.000,82.143,-11.331251,0.038281,-1.071875,0.000000,0.000000,0.000000,0.306154,0.076923,0.393846,
40347,39,2.935,19:59:17.90,30.355739,-95.500579,10970.000,90.600,E,24.693,7,-25.900,23413,-321.348,-26.97,-50.40,-50.21,0.000,0.000,-28.154,-11.216407,-0.076563,-0.918750,-88.626083,-57.739131,-23.026086,0.323846,0.048462,0.393077,
40458,39,2.935,19:59:18.00,30.355739,-95.500549,10969.401,90.600,E,24.693,7,-25.200,23536,-365.886,-26.99,-50.40,-50.18,0.000,0.000,-27.768,-10.757032,0.000000,-0.842187,-87.860870,-53.147827,-19.826086,0.344615,0.015385,0.377692,
40558,39,2.935,19:59:18.10,30.355739,-95.500526,10968.901,88.600,E,25.053,7,-25.200,23520,-360.105,-26.99,-50.42,-50.17,0.000,0.000,-28.593,-10.757032,-0.076563,-0.842187,-87.791305,-45.426086,-20.660869,0.366923,-0.025385,0.363077,
40671,39,2.935,19:59:18.30,30.355739,-95.500480,10968.000,88.200,E,24.899,7,-25.200,23524,-361.548,-27.01,-50.43,-50.17,0.000,0.000,-28.068,-10.795313,-0.191406,-0.765625,-87.582611,-52.660869,-20.939130,0.383077,-0.051538,0.353846,
40777,39,2.935,19:59:18.30,30.355739,-95.500480,10968.000,88.200,E,24.899,7,-25.200,23537,-366.251,-27.02,-50.42,-50.19,0.000,0.000,82.143,-10.986720,-0.153125,-0.842187,0.000000,0.000000,0.000000,0.395385,-0.083846,0.326923,
40892,39,2.935,19:59:18.50,30.355739,-95.500427,10966.701,87.700,E,24.642,7,-26.400,23405,-318.442,-27.03,-50.44,-50.16,0.000,0.000,-28.082,-10.833595,0.038281,-1.148437,-87.513046,-53.634780,-19.547826,0.413077,-0.103846,0.300000,
41000,41,2.934,19:59:18.60,30.355749,-95.500396,10966.000,87.600,E,24.539,7,-25.200,23534,-365.168,-27.04,-50.45,-50.13,0.000,0.000,-28.439,-11.063282,-0.076563,-0.918750,-87.095649,-62.886955,-26.086956,0.436923,-0.120769,0.260769,
41111,41,2.934,19:59:18.70,30.355749,-95.500381,10965.300,87.400,E,24.385,7,-25.200,23541,-367.694,-27.06,-50.43,-50.12,0.000,0.000,-28.089,-11.178126,-0.038281,-1.033594,-86.052177,-63.443477,-20.173913,0.462308,-0.118462,0.216923,
41211,41,2.934,19:59:18.80,30.355749,-95.500358,10965.000,87.200,E,24.230,7,-25.200,23533,-364.803,-27.08,-50.47,-50.11,0.000,0.000,-28.229,-11.063282,0.038281,-0.995312,-85.565216,-68.591300,-26.713043,0.472308,-0.117692,0.176923,
41320,41,2.934,19:59:18.90,30.355749,-95.500328,10964.201,87.100,E,24.076,7,-25.200,23540,-367.334,-27.00,-50.29,-50.09,0.000,0.000,82.143,-10.986720,-0.114844,-0.727344,0.000000,0.000000,0.000000,0.491538,-0.101538,0.123077,
41420,41,2.933,19:59:19.00,30.355749,-95.500312,10963.401,87.100,E,23.870,7,-25.800,23445,-332.953,-26.92,-50.02,-50.07,0.000,0.000,-28.025,-11.292969,0.114844,-0.918750,-84.173912,-69.843475,-25.321739,0.490000,-0.082308,0.084615,
41531,41,2.933,19:59:19.10,30.355749,-95.500289,10962.600,87.100,E,23.870,7,-25.200,23538,-366.610,-26.93,-50.05,-50.09,0.000,0.000,-27.893,-11.063282,0.038281,-0.842187,-84.173912,-67.686958,-28.382608,0.490769,-0.055385,0.040000,
41641,41,2.933,19:59:19.20,30.355749,-95.500267,10961.800,87.100,E,23.870,7,-25.200,23531,-364.079,-26.95,-50.08,-50.09,0.000,0.000,-28.593,-11.369532,-0.114844,-0.765625,-83.269561,-64.626083,-25.391304,0.491538,-0.017692,-0.000769,
41752,41,2.934,19:59:19.30,30.355749,-95.500251,10961.000,87.100,E,23.870,7,-25.200,23537,-366.251,-26.96,-50.12,-50.09,0.000,0.000,-28.704,-11.063282,-0.038281,-0.650781,-82.434783,-68.243476,-25.113042,0.485385,0.019231,-0.029231,
41861,41,2.934,19:59:19.40,30.355749,-95.500228,10960.201,87.400,E,23.150,7,-25.200,23538,-366.610,-26.94,-50.09,-50.09,0.000,0.000,82.143,-11.178126,-0.076563,-0.803906,0.000000,0.000000,0.000000,0.469231,0.067692,-0.058462,
41977,41,2.932,19:59:19.60,30.355749,-95.500190,10958.600,87.800,E,22.738,7,-25.900,23452,-335.490,-26.89,-50.07,-50.11,0.000,0.000,-27.964,-11.101563,-0.153125,-0.918750,-82.713043,-61.078262,-16.695652,0.458462,0.105385,-0.072308,
42078,40,2.929,19:59:19.70,30.355749,-95.500160,10957.901,88.000,E,22.636,7,-25.200,23542,-368.053,-26.89,-50.13,-50.09,0.000,0.000,-28.557,-11.139844,0.076563,-0.689063,-82.365219,-62.817390,-20.452173,0.435385,0.145385,-0.080769,
42192,40,2.929,19:59:19.80,30.355749,-95.500137,10957.500,88.300,E,22.533,7,-25.200,23545,-369.141,-26.90,-50.16,-50.09,0.000,0.000,-28.007,-11.522657,-0.191406,-0.957031,-82.017395,-62.886955,-19.339130,0.416154,0.184615,-0.082308,
42301,40,2.929,19:59:19.90,30.355749,-95.500122,10956.600,88.600,E,22.481,7,-25.200,23544,-368.777,-26.92,-50.22,-50.08,0.000,0.000,-28.543,-11.292969,0.000000,-0.727344,-81.113044,-67.199996,-19.547826,0.398462,0.213846,-0.083846,
