3047: ReferencePressure(Pa): 24306
now (ms),fps,battery (V),gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsCourse (deg),gpsCourse (cardinal),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlm (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss),
13629,39,2.975,19:59:58.70,30.355760,-95.491561,10730.701,101.200,E,11.781,4,-26.500,24472,-57.459,-27.00,-47.99,-47.67,0.000,0.000,-28.089,-11.407814,-0.038281,-0.995312,-85.982604,-79.721740,-12.869565,0.458462,0.081538,-0.103846,
13731,39,2.975,19:59:58.80,30.355749,-95.491531,10730.500,101.200,E,12.038,4,-25.400,24602,-102.230,-27.01,-48.01,-47.68,0.000,0.000,-28.729,-11.254688,-0.267969,-0.918750,-85.704345,-81.043479,-17.113042,0.432308,0.120000,-0.126154,
13840,39,2.973,19:59:58.90,30.355749,-95.491493,10730.000,101.200,E,12.244,4,-25.400,24597,-100.512,-27.03,-48.07,-47.67,0.000,0.000,-28.775,-11.292969,-0.153125,-0.727344,-83.895652,-78.469566,-8.765218,0.406923,0.166923,-0.144615,
13940,39,2.971,19:59:59.00,30.355749,-95.491462,10729.201,101.200,E,12.244,4,-25.400,24603,-102.573,-27.04,-48.10,-47.68,0.000,0.000,-28.454,-11.446094,-0.076563,-0.957031,-85.426086,-77.634780,-13.147827,0.379231,0.206923,-0.152308,
14049,41,2.971,19:59:59.10,30.355739,-95.491432,10728.000,101.200,E,12.244,4,-25.400,24611,-105.321,-27.04,-48.09,-47.69,0.000,0.000,82.143,-11.063282,-0.459375,-0.842187,0.000000,0.000000,0.000000,0.345385,0.248462,-0.152308,
14151,41,2.970,19:59:59.20,30.355739,-95.491401,10727.401,101.200,E,12.244,4,-26.800,24603,-102.573,-27.05,-48.08,-47.69,0.000,0.000,-28.732,-11.216407,-0.267969,-0.803906,-82.434783,-79.513046,-4.730435,0.320000,0.283077,-0.147692,
14260,41,2.970,19:59:59.30,30.355739,-95.491371,10723.300,101.200,E,12.244,4,-25.400,24612,-105.665,-27.06,-48.11,-47.66,0.000,0.000,-28.461,-10.986720,0.000000,-1.033594,-83.269561,-74.156524,-10.921740,0.288462,0.306923,-0.141538,
14372,41,2.970,19:59:59.40,30.355739,-95.491340,10722.000,101.200,E,12.244,4,-25.400,24611,-105.321,-27.08,-48.09,-47.62,0.000,0.000,-28.154,-11.292969,-0.267969,-0.727344,-81.530433,-81.182609,-1.878261,0.257692,0.354615,-0.116154,
14473,41,2.969,19:59:59.50,30.355739,-95.491310,10720.600,100.300,E,13.376,4,-25.400,24610,-104.978,-27.09,-48.11,-47.64,0.000,0.000,-27.832,-11.216407,-0.076563,-0.995312,-82.434783,-73.739128,-0.765217,0.246154,0.373077,-0.082308,
14581,41,2.969,19:59:59.60,30.355739,-95.491287,10719.000,100.100,E,13.530,4,-25.400,24617,-107.387,-27.07,-48.16,-47.62,0.000,0.000,82.143,-11.331251,-0.382812,-0.842187,0.000000,0.000000,0.000000,0.228462,0.394615,-0.056154,
14682,41,2.968,19:59:59.80,30.355739,-95.491226,10716.401,99.800,E,13.736,4,-26.300,24507,-69.529,-27.03,-48.15,-47.63,0.000,0.000,-28.521,-11.407814,-0.267969,-0.803906,-83.756523,-77.773910,-4.173913,0.210000,0.405385,-0.020000,
14796,41,2.968,19:59:59.90,30.355749,-95.491203,10714.401,99.300,E,14.096,4,-25.400,24631,-112.191,-27.05,-48.16,-47.60,0.000,0.000,-27.864,-11.292969,-0.267969,-0.574219,-83.269561,-65.391304,-1.252174,0.195385,0.419231,0.025385,
14911,41,2.968,20:0:0.00,30.355730,-95.491149,10712.701,99.800,E,14.507,4,-25.400,24633,-112.878,-27.06,-48.16,-47.58,0.000,0.000,-28.489,-11.369532,-0.114844,-0.918750,-85.843475,-63.026088,-0.208696,0.193846,0.412308,0.074615,
15011,40,2.968,20:0:0.10,30.355709,-95.491111,10711.901,100.200,E,14.867,4,-25.400,24631,-112.191,-27.07,-48.19,-47.58,0.000,0.000,-28.686,-11.369532,-0.267969,-0.957031,-84.939132,-70.052177,0.695652,0.189231,0.413077,0.106154,
15112,40,2.968,20:0:0.10,30.355709,-95.491111,10711.901,100.200,E,14.867,4,-25.400,24640,-115.282,-27.06,-48.21,-47.55,0.000,0.000,82.143,-11.522657,-0.191406,-1.071875,0.000000,0.000000,0.000000,0.204615,0.397692,0.153077,
15216,40,2.968,20:0:0.30,30.355690,-95.491020,10707.100,100.600,E,15.485,4,-26.400,24526,-76.076,-27.05,-48.18,-47.50,0.000,0.000,-29.393,-12.096876,-0.038281,-1.071875,-85.704345,-72.486953,-10.852174,0.206154,0.388462,0.190769,
15327,40,2.968,20:0:0.40,30.355680,-95.490982,10706.201,100.700,E,15.845,4,-25.400,24653,-119.743,-27.07,-48.15,-47.48,0.000,0.000,-28.789,-11.599220,-0.421094,-0.803906,-84.452171,-75.965217,-7.791304,0.213077,0.366923,0.225385,
15427,40,2.968,20:0:0.50,30.355659,-95.490928,10705.300,100.800,E,16.102,4,-25.400,24648,-118.025,-27.07,-48.16,-47.47,0.000,0.000,-28.543,-11.292969,-0.191406,-0.650781,-85.913040,-71.165214,-6.121739,0.226923,0.333846,0.257692,
15538,40,2.968,20:0:0.60,30.355649,-95.490890,10704.401,100.900,E,16.359,4,-25.400,24645,-116.995,-27.09,-48.19,-47.47,0.000,0.000,-28.904,-11.369532,-0.344531,-0.650781,-84.800003,-75.130432,-8.834783,0.237692,0.304615,0.289231,
15644,40,2.968,20:0:0.70,30.355640,-95.490852,10703.500,100.900,E,16.359,4,-25.400,24659,-121.804,-27.08,-48.17,-47.47,0.000,0.000,82.143,-11.369532,-0.191406,-0.727344,0.000000,0.000000,0.000000,0.260000,0.274615,0.310000,
15755,40,2.966,20:0:0.80,30.355630,-95.490821,10703.100,100.900,E,16.359,4,-26.300,24502,-67.806,-27.06,-48.16,-47.48,0.000,0.000,-29.179,-11.292969,-0.153125,-1.148437,-86.539131,-64.417388,-10.365218,0.280769,0.236923,0.329231,
15863,40,2.965,20:0:0.90,30.355619,-95.490783,10700.600,100.900,E,16.359,4,-25.400,24664,-123.516,-27.08,-48.17,-47.48,0.000,0.000,-28.896,-10.948438,-0.153125,-0.650781,-84.660865,-73.947822,-9.043478,0.303846,0.199231,0.334615,
15976,40,2.964,20:0:1.10,30.355630,-95.490707,10698.800,100.900,E,16.359,4,-25.400,24665,-123.859,-27.10,-48.18,-47.48,0.000,0.000,-28.639,-10.986720,-0.153125,-0.689063,-84.034782,-75.130432,-9.252175,0.332308,0.161538,0.331538,
16093,40,2.964,20:0:1.20,30.355630,-95.490692,10698.201,100.400,E,17.388,4,-25.400,24662,-122.829,-27.11,-48.17,-47.47,0.000,0.000,-27.975,-10.948438,-0.229688,-0.803906,-82.713043,-73.113044,-1.600000,0.361538,0.122308,0.325385,
16197,40,2.963,20:0:1.20,30.355630,-95.490692,10698.201,100.400,E,17.388,4,-25.400,24670,-125.577,-27.07,-48.14,-47.46,0.000,0.000,82.143,-10.795313,-0.191406,-0.957031,0.000000,0.000000,0.000000,0.378462,0.088462,0.317692,
16302,40,2.963,20:0:1.40,30.355640,-95.490631,10697.901,100.100,E,17.594,4,-26.200,24539,-80.558,-27.01,-48.12,-47.46,0.000,0.000,-28.146,-10.527344,-0.344531,-0.574219,-84.173912,-57.321739,7.721739,0.400769,0.058462,0.296923,
16402,40,2.962,20:0:1.50,30.355630,-95.490608,10697.500,100.000,E,17.645,4,-25.400,24672,-126.258,-27.03,-48.13,-47.47,0.000,0.000,-28.518,-10.757032,-0.153125,-0.535937,-84.730438,-52.799999,8.695652,0.418462,0.013077,0.286154,
16515,40,2.962,20:0:1.60,30.355630,-95.490577,10697.300,99.900,E,17.748,4,-25.400,24675,-127.289,-27.04,-48.14,-47.45,0.000,0.000,-28.675,-11.025001,-0.114844,-0.842187,-86.747825,-53.843479,-3.060869,0.432308,-0.030769,0.266154,
16623,40,2.962,20:0:1.70,30.355630,-95.490562,10697.201,99.800,E,17.800,4,-25.400,24685,-130.719,-27.05,-48.14,-47.44,0.000,0.000,-28.579,-11.446094,-0.229688,-0.765625,-86.469566,-51.617389,2.504348,0.452308,-0.056154,0.243077,
16732,40,2.962,20:0:1.80,30.355630,-95.490531,10697.100,99.700,E,17.851,4,-25.400,24690,-132.431,-27.01,-48.08,-47.42,0.000,0.000,82.143,-12.020313,-0.114844,-0.803906,0.000000,0.000000,0.000000,0.465385,-0.083846,0.215385,
16834,40,2.962,20:0:1.90,30.355630,-95.490509,10696.800,99.600,E,17.903,4,-26.200,24529,-77.112,-26.95,-48.04,-47.42,0.000,0.000,-28.729,-11.714063,-0.421094,-0.421094,-88.278259,-60.243476,-11.756523,0.481538,-0.093077,0.172308,
16934,40,2.961,20:0:2.00,30.355640,-95.490478,10696.500,99.400,E,17.954,4,-25.400,24692,-133.112,-26.97,-48.05,-47.41,0.000,0.000,-28.546,-11.446094,0.000000,-0.803906,-88.069564,-61.565216,-7.582609,0.492308,-0.100000,0.134615,
17041,38,2.961,20:0:2.10,30.355640,-95.490463,10696.201,99.400,E,17.954,4,-25.400,24698,-135.173,-26.99,-48.08,-47.40,0.000,0.000,-29.168,-11.063282,-0.038281,-0.421094,-88.626083,-63.930435,-17.043478,0.490000,-0.094615,0.093846,
17149,38,2.961,20:0:2.20,30.355640,-95.490432,10696.100,99.400,E,17.954,4,-25.400,24700,-135.855,-27.00,-48.02,-47.41,0.000,0.000,-28.261,-11.752345,-0.229688,-0.727344,-88.069564,-61.008697,-14.747826,0.497692,-0.074615,0.054615,
17258,38,2.961,20:0:2.30,30.355640,-95.490409,10695.701,99.400,E,17.954,4,-25.400,24698,-135.173,-26.99,-48.01,-47.44,0.000,0.000,82.143,-11.828907,0.000000,-0.842187,0.000000,0.000000,0.000000,0.500000,-0.053846,0.015385,
17371,38,2.961,20:0:2.40,30.355649,-95.490379,10695.300,99.400,E,17.954,4,-26.300,24591,-98.451,-26.97,-48.01,-47.46,0.000,0.000,-28.725,-11.560938,-0.191406,-1.071875,-89.043479,-71.791305,-31.234783,0.492308,-0.013077,-0.030000,
17483,38,2.961,20:0:2.60,30.355649,-95.490333,10694.500,98.700,E,18.211,4,-25.400,24710,-139.285,-26.98,-48.01,-47.46,0.000,0.000,-28.604,-11.178126,-0.076563,-1.033594,-85.634780,-74.295654,-23.791303,0.476154,0.035385,-0.072308,
17598,38,2.961,20:0:2.70,30.355649,-95.490310,10694.100,98.500,E,18.314,4,-25.400,24711,-139.623,-27.00,-48.03,-47.49,0.000,0.000,-28.121,-10.871875,-0.191406,-0.689063,-84.939132,-80.069564,-30.399999,0.451538,0.090769,-0.103077,
17711,38,2.959,20:0:2.80,30.355649,-95.490280,10693.901,98.500,E,18.366,4,-25.400,24718,-142.022,-27.04,-48.05,-47.60,0.000,0.000,-29.304,-10.910157,-0.114844,-0.765625,-82.504348,-79.582611,-19.617391,0.424615,0.143077,-0.128462,
17813,38,2.958,20:0:2.80,30.355649,-95.490280,10693.901,98.500,E,18.366,4,-25.400,24716,-141.335,-27.05,-48.00,-47.59,0.000,0.000,82.143,-11.178126,-0.229688,-0.727344,0.000000,0.000000,0.000000,0.390769,0.187692,-0.146923,
17920,38,2.958,20:0:3.00,30.355640,-95.490226,10692.100,98.500,E,18.571,3,-26.800,24558,-87.095,-27.07,-48.03,-47.58,0.000,0.000,-28.543,-10.757032,-0.421094,-0.421094,-81.113044,-85.913040,-20.869565,0.348462,0.236154,-0.158462,
18028,41,2.957,20:0:3.10,30.355640,-95.490188,10691.500,98.600,E,18.674,3,-25.400,24729,-145.785,-27.09,-48.02,-47.55,0.000,0.000,-28.643,-10.680469,-0.153125,-0.957031,-79.304344,-75.269561,-3.895652,0.318462,0.275385,-0.155385,
18141,41,2.957,20:0:3.20,30.355630,-95.490158,10690.901,98.600,E,18.674,3,-25.400,24732,-146.815,-27.08,-48.02,-47.52,0.000,0.000,-28.439,-10.412501,-0.229688,-0.574219,-79.373916,-72.486953,-5.565217,0.295385,0.303077,-0.151538,
18259,41,2.957,20:0:3.30,30.355619,-95.490127,10690.401,98.600,E,18.674,3,-25.400,24733,-147.154,-27.06,-48.07,-47.53,0.000,0.000,82.143,-10.412501,-0.421094,-0.727344,0.000000,0.000000,0.000000,0.260769,0.344615,-0.124615,
18362,41,2.956,20:0:3.40,30.355619,-95.490097,10689.800,98.600,E,18.674,3,-26.300,24591,-98.451,-27.05,-48.07,-47.54,0.000,0.000,-28.607,-10.412501,-0.191406,-0.880469,-79.026084,-73.599998,6.052174,0.246923,0.366154,-0.093077,
18472,41,2.956,20:0:3.60,30.355609,-95.490043,10688.701,98.800,E,19.240,3,-25.400,24748,-152.285,-27.07,-48.08,-47.52,0.000,0.000,-28.925,-10.718750,-0.306250,-0.918750,-79.652175,-74.713043,5.286956,0.233077,0.386923,-0.070000,
18585,41,2.955,20:0:3.70,30.355600,-95.490020,10688.100,98.900,E,19.497,3,-25.400,24744,-150.916,-27.08,-48.10,-47.52,0.000,0.000,-28.489,-10.948438,-0.497656,-0.727344,-79.443481,-79.791305,9.182609,0.226923,0.390769,-0.037692,
18685,41,2.955,20:0:3.80,30.355600,-95.489990,10687.300,98.900,E,19.652,3,-25.400,24749,-152.628,-27.09,-48.08,-47.50,0.000,0.000,-28.646,-11.292969,-0.306250,-0.918750,-79.860870,-79.860870,4.869565,0.224615,0.403846,-0.000769,
18788,41,2.955,20:0:3.80,30.355600,-95.489990,10687.300,98.900,E,19.652,3,-25.400,24755,-154.679,-27.04,-47.61,-47.47,0.000,0.000,82.143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
19511,32,2.948,20:0:4.00,30.355579,-95.489929,10685.701,98.900,E,19.652,3,-25.400,24755,-154.679,-27.16,-47.95,-47.46,0.000,0.000,-28.714,-11.331251,-0.229688,-0.727344,-87.721740,-67.965217,-3.130435,4.333846,3.938462,7.880000,
20299,2,2.934,20:0:4.80,30.355529,-95.489700,10683.600,98.900,E,19.652,3,-25.500,24766,-158.441,-27.20,-47.72,-47.22,0.000,0.000,-28.871,-12.135157,-0.076563,-1.225000,-88.417388,-79.234779,-7.930435,0.409231,0.030769,0.788462,
20408,2,2.932,20:0:4.80,30.355529,-95.489700,10683.600,98.900,E,19.652,3,-25.400,24803,-171.082,-27.04,-47.37,-47.21,0.000,0.000,82.143,-12.020313,-0.497656,-0.880469,0.000000,0.000000,0.000000,0.409231,0.030769,0.788462,
20510,2,2.930,20:0:4.80,30.355529,-95.489700,10683.600,98.900,E,19.652,3,-26.000,24738,-148.866,-26.97,-47.16,-47.21,0.000,0.000,-28.354,-11.714063,-0.344531,-0.574219,-86.400001,-84.243476,0.000000,0.409231,0.030769,0.788462,
20621,2,2.928,20:0:4.80,30.355529,-95.489700,10683.600,98.900,E,19.652,3,-25.400,24807,-172.445,-26.99,-47.23,-47.23,0.000,0.000,-28.589,-11.790626,-0.306250,-0.535937,-88.000000,-75.408699,-4.104348,-0.000769,0.160769,0.789231,
20727,2,2.926,20:0:4.80,30.355529,-95.489700,10683.600,98.900,E,19.652,3,-25.400,24806,-172.107,-27.00,-47.28,-47.23,0.000,0.000,-28.361,-11.867188,-0.421094,-0.689063,-88.000000,-79.652175,-3.686956,-0.000769,0.160769,0.789231,
20844,2,2.924,20:0:4.80,30.355529,-95.489700,10683.600,98.900,E,19.652,3,-25.400,24801,-170.400,-26.99,-47.32,-47.24,0.000,0.000,82.143,-11.407814,-0.421094,-0.957031,0.000000,0.000000,0.000000,-0.000769,0.160769,0.789231,
20944,2,2.921,20:0:6.00,30.355459,-95.489112,10682.300,98.900,E,19.652,4,-26.200,24646,-117.343,-26.95,-47.39,-47.22,0.000,0.000,-28.557,-11.407814,-0.306250,-0.957031,-88.347824,-72.000000,-0.278261,-0.000769,0.160769,0.789231,
21053,26,2.919,20:0:6.10,30.355459,-95.489089,10681.300,98.900,E,19.652,4,-25.400,24818,-176.203,-26.97,-47.44,-47.24,0.000,0.000,-28.825,-11.331251,-0.306250,-1.033594,-88.973915,-80.834785,-3.060869,-0.000769,0.160769,0.789231,
21161,26,2.918,20:0:6.20,30.355449,-95.489067,10678.800,98.900,E,19.652,4,-25.400,24825,-178.591,-26.98,-47.49,-47.24,0.000,0.000,-29.082,-11.599220,-0.306250,-1.033594,-90.156524,-73.808692,-1.739130,-0.000769,0.160769,0.789231,
21262,26,2.916,20:0:6.30,30.355440,-95.489051,10678.201,98.900,E,20.732,4,-25.400,24813,-174.496,-27.00,-47.54,-47.26,0.000,0.000,-28.539,-11.292969,-0.382812,-0.995312,-88.000000,-78.400001,10.086957,-0.000769,0.160769,0.789231,
21366,26,2.915,20:0:6.40,30.355440,-95.489028,10677.600,99.000,E,20.681,4,-25.400,24825,-178.591,-27.02,-47.56,-47.26,0.000,0.000,82.143,-11.560938,-0.191406,-0.880469,0.000000,0.000000,0.000000,-0.000769,0.160769,0.789231,
21467,26,2.914,20:0:6.60,30.355430,-95.488990,10676.300,99.200,E,20.681,4,-26.700,24721,-143.047,-27.05,-47.59,-47.26,0.000,0.000,-28.400,-11.637500,-0.382812,-1.033594,-89.739128,-71.930435,2.643478,-0.000769,0.160769,0.789231,
21579,26,2.914,20:0:6.70,30.355419,-95.488967,10675.600,99.300,E,20.629,4,-25.500,24838,-183.025,-27.07,-47.64,-47.29,0.000,0.000,-28.057,-12.058594,-0.382812,-1.033594,-90.156524,-80.208694,0.347826,-0.000769,0.160769,0.789231,
21680,26,2.914,20:0:6.80,30.355419,-95.488952,10675.201,99.400,E,20.629,4,-25.400,24849,-186.777,-27.09,-47.66,-47.28,0.000,0.000,-28.707,-11.905469,-0.191406,-0.650781,-91.339134,-66.921737,-7.026087,-0.000769,0.160769,0.789231,
21792,26,2.914,20:0:6.90,30.355419,-95.488922,10673.100,99.500,E,20.629,4,-25.400,24842,-184.388,-27.10,-47.67,-47.29,0.000,0.000,-28.336,-12.173439,-0.267969,-1.110156,-91.408699,-71.513046,-4.382609,-0.000769,0.160769,0.789231,
21895,26,2.915,20:0:6.90,30.355419,-95.488922,10673.100,99.500,E,20.629,4,-25.400,24849,-186.777,-27.10,-47.70,-47.25,0.000,0.000,82.143,-12.211719,-0.114844,-0.880469,0.000000,0.000000,0.000000,-0.000769,0.160769,0.789231,
22001,41,2.916,20:0:7.10,30.355400,-95.488868,10671.000,99.800,E,20.784,4,-26.600,24726,-144.760,-27.11,-47.70,-47.22,0.000,0.000,-28.650,-12.058594,-0.459375,-0.650781,-92.521736,-65.182609,-15.721739,0.288462,-0.143846,0.788462,
22112,41,2.916,20:0:7.20,30.355390,-95.488853,10670.300,99.900,E,20.835,4,-25.400,24856,-189.166,-27.12,-47.67,-47.21,0.000,0.000,-28.629,-12.096876,0.076563,-0.880469,-90.017395,-74.991302,-18.365217,0.288462,-0.143846,0.788462,
22222,41,2.917,20:0:7.30,30.355379,-95.488822,10669.901,100.000,E,20.938,4,-25.400,24871,-194.271,-27.12,-47.69,-47.23,0.000,0.000,-29.118,-11.982032,-0.344531,-0.995312,-92.939132,-62.469566,-22.539131,0.288462,-0.143846,0.788462,
22325,41,2.918,20:0:7.40,30.355379,-95.488792,10669.000,100.000,E,20.938,4,-25.400,24869,-193.589,-27.14,-47.73,-47.24,0.000,0.000,-28.821,-11.828907,-0.153125,-0.957031,-90.017395,-69.704345,-13.495653,0.288462,-0.143846,0.788462,
22431,41,2.918,20:0:7.50,30.355369,-95.488769,10668.000,100.000,E,20.938,4,-25.400,24864,-191.893,-27.14,-47.77,-47.25,0.000,0.000,82.143,-11.101563,-0.153125,-0.765625,0.000000,0.000000,0.000000,0.288462,-0.143846,0.788462,
22532,41,2.919,20:0:7.60,30.355360,-95.488739,10667.000,100.000,E,20.938,4,-26.700,24762,-157.073,-27.16,-47.78,-47.23,0.000,0.000,-28.011,-11.254688,-0.191406,-1.110156,-89.460868,-69.078262,-14.400000,0.288462,-0.143846,0.788462,
22642,41,2.919,20:0:7.70,30.355360,-95.488708,10666.000,100.000,E,20.938,4,-25.400,24870,-193.932,-27.16,-47.72,-47.22,0.000,0.000,-28.818,-11.101563,-0.076563,-1.339844,-87.165214,-84.800003,-6.747826,0.288462,-0.143846,0.788462,
22743,41,2.920,20:0:7.80,30.355350,-95.488677,10665.500,100.000,E,20.938,4,-25.400,24880,-197.336,-27.17,-47.72,-47.20,0.000,0.000,-28.632,-10.871875,-0.076563,-0.957031,-88.556518,-71.513046,-17.391304,0.288462,-0.143846,0.788462,
22851,41,2.919,20:0:7.90,30.355350,-95.488662,10664.300,100.000,E,20.938,4,-25.400,24877,-196.316,-27.18,-47.81,-47.21,0.000,0.000,-28.436,-11.101563,-0.306250,-1.110156,-87.791305,-77.217391,-10.156522,0.288462,-0.143846,0.788462,
22960,41,2.919,20:0:8.00,30.355350,-95.488632,10663.201,100.000,E,20.938,4,-25.400,24884,-198.699,-27.19,-47.80,-47.18,0.000,0.000,82.143,-11.139844,-0.229688,-0.382812,0.000000,0.000000,0.000000,0.288462,-0.143846,0.788462,
23060,38,2.919,20:0:8.10,30.355350,-95.488609,10663.201,100.000,E,21.761,4,-26.800,24845,-185.414,-27.19,-47.78,-47.17,0.000,0.000,-28.286,-11.101563,-0.459375,-0.842187,-86.956520,-65.043479,-9.043478,0.288462,-0.143846,0.788462,
23160,38,2.920,20:0:8.20,30.355350,-95.488586,10660.201,99.800,E,21.812,4,-25.400,24878,-196.659,-27.20,-47.76,-47.11,0.000,0.000,-27.950,-11.522657,-0.344531,-0.880469,-87.026084,-70.052177,-7.652174,0.288462,-0.143846,0.788462,
23273,38,2.920,20:0:8.40,30.355350,-95.488548,10658.500,99.600,E,21.864,4,-25.400,24889,-200.406,-27.20,-47.75,-47.09,0.000,0.000,-27.886,-11.178126,-0.229688,-1.033594,-86.817390,-73.669563,-11.408696,0.288462,-0.143846,0.788462,
23388,38,2.920,20:0:8.50,30.355360,-95.488517,10657.600,99.200,E,21.967,4,-25.400,24883,-198.361,-27.21,-47.76,-47.11,0.000,0.000,-28.782,-10.871875,-0.267969,-0.918750,-86.469566,-63.443477,-1.043478,0.288462,-0.143846,0.788462,
23490,38,2.920,20:0:8.50,30.355360,-95.488517,10657.600,99.200,E,21.967,4,-25.400,24887,-199.724,-27.22,-47.77,-47.13,0.000,0.000,82.143,-11.446094,-0.153125,-0.880469,0.000000,0.000000,0.000000,0.288462,-0.143846,0.788462,
23597,38,2.920,20:0:8.70,30.355360,-95.488479,10655.701,98.800,E,21.967,4,-26.700,24764,-157.760,-27.21,-47.74,-47.10,0.000,0.000,-28.539,-11.139844,-0.153125,-0.842187,-85.982604,-80.626083,-14.956522,0.288462,-0.143846,0.788462,
23697,38,2.920,20:0:8.80,30.355360,-95.488456,10655.201,98.700,E,21.967,4,-25.400,24899,-203.804,-27.22,-47.74,-47.09,0.000,0.000,-28.700,-11.828907,-0.344531,-0.918750,-85.008697,-67.269561,-8.904348,0.288462,-0.143846,0.788462,
23797,38,2.920,20:0:8.90,30.355360,-95.488441,10652.500,98.500,E,21.967,4,-25.400,24903,-205.167,-27.23,-47.76,-47.09,0.000,0.000,-28.179,-12.058594,-0.114844,-1.071875,-86.400001,-68.660865,-19.200000,0.288462,-0.143846,0.788462,
23906,38,2.921,20:0:9.00,30.355360,-95.488418,10651.701,98.300,E,21.915,4,-25.400,24907,-206.531,-27.24,-47.77,-47.08,0.000,0.000,-28.721,-12.211719,-0.267969,-0.689063,-86.121742,-58.365219,-13.078261,0.288462,-0.143846,0.788462,
24014,40,2.921,20:0:9.10,30.355369,-95.488403,10650.800,98.100,E,21.864,4,-25.400,24910,-207.551,-27.25,-47.79,-47.10,0.000,0.000,-34.889,-11.867188,-0.076563,-0.880469,-0.069565,-0.069565,-0.069565,0.288462,-0.143846,0.788462,
24123,40,2.922,20:0:9.20,30.355369,-95.488380,10650.401,97.900,E,21.812,4,-26.700,24755,-154.679,-27.25,-47.79,-47.08,0.000,0.000,-28.218,-11.446094,-0.421094,-0.803906,-86.747825,-70.191307,-22.956521,0.288462,-0.143846,0.788462,
24236,40,2.923,20:0:9.30,30.355369,-95.488357,10647.800,97.900,E,21.812,4,-25.400,24907,-206.531,-27.26,-47.80,-47.09,0.000,0.000,-28.107,-11.828907,-0.153125,-1.110156,-84.660865,-67.408699,-12.382609,0.288462,-0.143846,0.788462,
24346,40,2.924,20:0:9.40,30.355369,-95.488342,10646.100,97.900,E,21.812,4,-25.400,24911,-207.894,-27.26,-47.81,-47.09,0.000,0.000,-28.354,-11.752345,-0.153125,-1.186719,-85.913040,-80.347824,-28.730434,0.288462,-0.143846,0.788462,
24457,40,2.924,20:0:9.50,30.355369,-95.488319,10645.500,97.900,E,21.812,4,-25.400,24905,-205.849,-27.26,-47.80,-47.07,0.000,0.000,-28.568,-11.254688,-0.421094,-0.918750,-80.765220,-82.713043,-14.539131,0.288462,-0.143846,0.788462,
24565,40,2.925,20:0:9.60,30.355369,-95.488296,10644.800,97.300,E,21.452,4,-25.400,24908,-206.869,-27.23,-47.76,-47.05,0.000,0.000,82.143,-11.369532,-0.229688,-0.229688,0.000000,0.000000,0.000000,0.288462,-0.143846,0.788462,
24668,40,2.923,20:0:9.80,30.355379,-95.488273,10643.701,97.200,E,21.298,4,-26.300,24800,-170.057,-27.20,-47.81,-47.08,0.000,0.000,-28.439,-11.714063,-0.306250,-1.033594,-81.599998,-75.686958,-18.643478,-0.034615,0.102308,0.789231,
24782,40,2.923,20:0:9.90,30.355379,-95.488250,10642.800,96.900,E,21.092,4,-25.400,24913,-208.571,-27.22,-47.81,-47.09,0.000,0.000,-28.261,-11.446094,-0.076563,-0.842187,-81.669563,-73.739128,-15.234783,-0.034615,0.102308,0.789231,
24897,40,2.923,20:0:10.00,30.355369,-95.488227,10641.800,97.000,E,20.989,4,-25.400,24917,-209.934,-27.23,-47.79,-47.06,0.000,0.000,-28.600,-11.292969,-0.306250,-0.535937,-82.643478,-70.121742,-15.095653,-0.034615,0.102308,0.789231,
24997,40,2.923,20:0:10.10,30.355369,-95.488212,10640.800,97.100,E,20.938,4,-25.400,24918,-210.272,-27.22,-47.80,-47.08,0.000,0.000,-28.571,-11.063282,-0.382812,-0.689063,-81.113044,-76.313041,-16.556522,-0.034615,0.102308,0.789231,
25098,42,2.923,20:0:10.20,30.355369,-95.488189,10639.800,97.100,E,20.938,4,-25.500,24917,-209.934,-27.22,-47.83,-47.08,0.000,0.000,82.143,-10.948438,-0.038281,-1.071875,0.000000,0.000000,0.000000,-0.034615,0.102308,0.789231,
25204,42,2.924,20:0:10.30,30.355360,-95.488166,10638.800,97.200,E,20.784,4,-26.700,24771,-160.154,-27.23,-47.79,-47.07,0.000,0.000,-28.575,-11.331251,-0.306250,-0.650781,-79.443481,-70.539131,-6.747826,-0.034615,0.102308,0.789231,
25315,42,2.924,20:0:10.40,30.355360,-95.488151,10637.800,97.300,E,20.732,4,-25.400,24923,-211.974,-27.24,-47.78,-47.06,0.000,0.000,-28.736,-10.833595,-0.191406,-0.574219,-77.286956,-79.165214,-3.339130,-0.034615,0.102308,0.789231,
25415,42,2.924,20:0:10.50,30.355350,-95.488128,10636.701,97.300,E,20.732,4,-25.400,24929,-214.014,-27.24,-47.76,-47.05,0.000,0.000,-28.082,-11.101563,-0.229688,-0.880469,-78.469566,-72.208694,-4.939130,-0.034615,0.102308,0.789231,
