3047: ReferencePressure(Pa): 24306
now (ms),fps,battery (V),gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsCourse (deg),gpsCourse (cardinal),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlm (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss),
5746,41,3.038,19:59:49.20,30.355779,-95.493476,10759.600,0.000,N,0.000,0,-25.400,24383,-26.692,-27.16,-48.67,-48.22,0.000,0.000,-29.204,-10.986720,-0.153125,-0.765625,-83.895652,-68.939132,0.139130,0.436154,0.136923,-0.090769,
5855,41,3.036,19:59:49.20,30.355779,-95.493476,10759.600,0.000,N,0.000,0,-25.400,24367,-21.149,-27.16,-48.68,-48.22,0.000,0.000,-28.582,-11.139844,-0.114844,-0.918750,-83.756523,-71.582611,-3.478261,0.420000,0.164615,-0.112308,
5965,41,3.034,19:59:49.20,30.355779,-95.493476,10759.600,0.000,N,0.000,0,-25.400,24382,-26.343,-27.17,-48.67,-48.21,0.000,0.000,-29.004,-11.446094,-0.382812,-0.650781,-82.643478,-76.452171,-0.973913,0.400769,0.195385,-0.113846,
6072,43,3.032,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24377,-24.615,-27.16,-48.67,-48.23,0.000,0.000,82.143,-11.484375,-0.038281,-0.765625,0.000000,0.000000,0.000000,0.381538,0.227692,-0.119231,
6184,43,3.027,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-26.300,24260,15.978,-27.14,-48.70,-48.26,0.000,0.000,-28.900,-12.020313,-0.306250,-0.880469,-84.730438,-69.913040,-9.600001,0.348462,0.265385,-0.106923,
6297,43,3.024,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24398,-31.882,-27.16,-48.71,-48.26,0.000,0.000,-28.689,-11.790626,-0.076563,-0.880469,-83.826087,-62.260868,-8.486957,0.329231,0.295385,-0.097692,
6412,43,3.022,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24396,-31.189,-27.17,-48.73,-48.24,0.000,0.000,-28.414,-11.752345,-0.038281,-0.918750,-85.286956,-62.608695,-10.086957,0.308462,0.325385,-0.067692,
6522,43,3.020,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24407,-34.994,-27.18,-48.74,-48.22,0.000,0.000,-29.157,-11.560938,-0.191406,-0.842187,-84.591300,-62.052173,-14.191305,0.286154,0.353846,-0.033077,
6623,43,3.018,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24407,-34.994,-27.19,-48.73,-48.22,0.000,0.000,82.143,-11.369532,-0.114844,-0.803906,0.000000,0.000000,0.000000,0.268462,0.371538,-0.003846,
6723,43,3.016,19:59:51.10,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-26.700,24239,23.281,-27.20,-48.75,-48.22,0.000,0.000,-28.911,-11.025001,-0.038281,-0.535937,-86.956520,-57.878261,-14.260870,0.255385,0.383077,0.034615,
6834,43,3.015,19:59:51.90,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24415,-37.763,-27.21,-48.77,-48.20,0.000,0.000,-28.946,-11.331251,-0.153125,-0.880469,-86.608695,-64.695655,-19.826086,0.234615,0.392308,0.075385,
6940,43,3.013,19:59:52.00,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24414,-37.415,-27.21,-48.78,-48.18,0.000,0.000,-28.721,-11.216407,-0.153125,-0.765625,-85.704345,-65.599998,-22.399999,0.217692,0.395385,0.121538,
7071,41,3.011,19:59:52.10,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24423,-40.532,-27.22,-48.76,-48.14,0.000,0.000,82.143,-11.063282,-0.229688,-0.765625,0.000000,0.000000,0.000000,0.195385,0.395385,0.168462,
7172,41,3.010,19:59:52.20,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.600,24330,-8.328,-27.22,-48.77,-48.13,0.000,0.000,-28.954,-11.407814,-0.267969,-0.689063,-85.147827,-64.626083,-21.773912,0.193846,0.386154,0.213846,
7280,41,3.009,19:59:52.30,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24427,-41.912,-27.23,-48.79,-48.13,0.000,0.000,-28.486,-11.522657,-0.267969,-0.842187,-84.730438,-68.382606,-19.965217,0.182308,0.367692,0.250769,
7391,41,3.007,19:59:52.50,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24428,-42.261,-27.24,-48.80,-48.14,0.000,0.000,-29.211,-11.025001,-0.306250,-0.803906,-83.478263,-70.817390,-14.330435,0.189231,0.343846,0.288462,
7505,41,3.006,19:59:52.60,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24422,-40.184,-27.25,-48.79,-48.14,0.000,0.000,-28.568,-11.292969,-0.229688,-0.880469,-82.713043,-71.582611,-9.947827,0.200000,0.309231,0.321538,
7608,41,3.004,19:59:52.60,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24426,-41.563,-27.25,-48.76,-48.17,0.000,0.000,82.143,-11.178126,-0.229688,-0.803906,0.000000,0.000000,0.000000,0.222308,0.276923,0.343077,
7723,41,3.003,19:59:52.80,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.700,24350,-15.262,-27.26,-48.77,-48.16,0.000,0.000,-28.046,-11.331251,-0.344531,-0.689063,-80.695655,-74.017395,-6.191304,0.243077,0.236923,0.358462,
7831,41,3.002,19:59:52.90,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24436,-45.024,-27.26,-48.76,-48.15,0.000,0.000,-28.479,-11.407814,-0.114844,-0.765625,-81.947822,-66.295654,-10.226087,0.265385,0.201538,0.365385,
7931,41,3.001,19:59:53.00,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24434,-44.332,-27.28,-48.77,-48.11,0.000,0.000,-28.439,-11.637500,-0.267969,-0.765625,-80.695655,-73.252174,-5.286956,0.281538,0.172308,0.373077,
8040,41,2.999,19:59:53.10,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24435,-44.676,-27.28,-48.73,-48.11,0.000,0.000,-28.754,-11.216407,-0.153125,-0.842187,-79.791305,-70.469566,0.486957,0.321538,0.119231,0.360769,
8148,41,2.996,19:59:53.20,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.300,24451,-50.203,-27.28,-48.72,-48.11,0.000,0.000,82.143,-10.833595,-0.306250,-0.803906,0.000000,0.000000,0.000000,0.350769,0.078462,0.355385,
8249,41,2.994,19:59:53.30,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.700,24385,-27.385,-27.28,-48.74,-48.14,0.000,0.000,-28.514,-11.139844,-0.267969,-1.033594,-79.373916,-74.852172,-2.017391,0.380769,0.032308,0.332308,
8357,41,2.993,19:59:53.40,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24435,-44.676,-27.29,-48.73,-48.15,0.000,0.000,-29.021,-11.178126,-0.038281,-0.612500,-79.652175,-71.721740,-0.556522,0.414615,0.000769,0.303846,
8466,41,2.991,19:59:53.50,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24443,-47.439,-27.29,-48.72,-48.15,0.000,0.000,-28.950,-11.446094,-0.191406,-0.727344,-80.486953,-76.730438,-12.173913,0.438462,-0.025385,0.258462,
8577,41,2.991,19:59:53.60,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24452,-50.547,-27.30,-48.69,-48.19,0.000,0.000,-28.546,-11.101563,-0.306250,-0.727344,-78.747825,-80.347824,-4.104348,0.460000,-0.042308,0.220769,
8681,41,2.990,19:59:53.70,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24456,-51.931,-27.30,-48.71,-48.17,0.000,0.000,82.143,-11.254688,-0.076563,-0.727344,0.000000,0.000000,0.000000,0.479231,-0.058462,0.179231,
8792,41,2.990,19:59:53.90,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.700,24375,-23.923,-27.30,-48.73,-48.16,0.000,0.000,-28.207,-11.331251,-0.267969,-0.727344,-81.599998,-61.495651,-11.130435,0.486923,-0.066154,0.141538,
8900,41,2.990,19:59:54.00,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24456,-51.931,-27.31,-48.76,-48.16,0.000,0.000,-28.982,-11.331251,-0.229688,-0.765625,-81.599998,-61.565216,-4.452174,0.490000,-0.073846,0.101538,
9000,42,2.990,19:59:54.10,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24462,-54.003,-27.30,-48.76,-48.14,0.000,0.000,-28.868,-11.216407,-0.114844,-0.497656,-83.060867,-51.060871,-7.373913,0.492308,-0.071538,0.069231,
9115,42,2.990,19:59:54.20,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24460,-53.316,-27.30,-48.77,-48.13,0.000,0.000,-28.854,-10.986720,-0.421094,-0.689063,-83.826087,-54.121738,-8.208696,0.497692,-0.059231,0.044615,
9216,42,2.990,19:59:54.20,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24467,-55.731,-27.24,-48.65,-48.11,0.000,0.000,82.143,-10.603907,-0.421094,-0.612500,0.000000,0.000000,0.000000,0.497692,-0.045385,0.005385,
9320,42,2.990,19:59:54.40,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.000,24363,-19.764,-27.15,-48.44,-48.09,0.000,0.000,-28.443,-10.527344,-0.076563,-0.650781,-84.313041,-53.913043,2.226087,0.496154,-0.036923,-0.013846,
9428,42,2.990,19:59:54.50,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24473,-57.802,-27.16,-48.44,-48.08,0.000,0.000,-28.861,-11.025001,-0.306250,-0.650781,-83.617393,-63.582607,-5.634783,0.487692,-0.024615,-0.045385,
9539,42,2.990,19:59:54.60,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24479,-59.874,-27.17,-48.45,-48.07,0.000,0.000,-28.432,-10.948438,-0.076563,-0.880469,-82.643478,-73.599998,-14.817392,0.478462,0.003077,-0.079231,
9648,42,2.990,19:59:54.70,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24470,-56.767,-27.19,-48.48,-48.07,0.000,0.000,-29.161,-10.680469,-0.229688,-0.612500,-83.965217,-64.486953,-8.834783,0.465385,0.036923,-0.109231,
9754,42,2.991,19:59:54.80,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24476,-58.838,-27.19,-48.49,-48.06,0.000,0.000,82.143,-11.292969,-0.114844,-1.148437,0.000000,0.000000,0.000000,0.447692,0.076923,-0.136923,
9854,42,2.991,19:59:54.90,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.700,24418,-38.799,-27.20,-48.51,-48.05,0.000,0.000,-28.143,-11.216407,-0.191406,-0.727344,-83.269561,-74.504348,-12.869565,0.422308,0.105385,-0.150769,
9963,42,2.990,19:59:55.00,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24486,-62.289,-27.20,-48.51,-48.02,0.000,0.000,-27.846,-11.254688,-0.114844,-0.995312,-82.086959,-70.260871,-11.547826,0.398462,0.153846,-0.164615,
10074,40,2.988,19:59:55.10,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-25.400,24488,-62.976,-27.21,-48.61,-48.00,0.000,0.000,-27.957,-11.063282,-0.076563,-0.803906,-82.713043,-73.252174,-16.626087,0.373846,0.196923,-0.170000,
10182,40,2.986,19:59:55.30,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24494,-65.048,-27.22,-48.63,-48.01,0.000,0.000,-28.536,-11.139844,-0.344531,-0.689063,-83.199996,-71.791305,-13.913043,0.335385,0.254615,-0.164615,
10291,40,2.985,19:59:55.30,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24503,-68.150,-27.18,-48.62,-47.97,0.000,0.000,82.143,-11.178126,-0.153125,-0.803906,0.000000,0.000000,0.000000,0.306923,0.293846,-0.157692,
10401,40,2.985,19:59:55.50,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-26.200,24335,-10.062,-27.12,-48.58,-47.98,0.000,0.000,-28.593,-11.216407,-0.229688,-0.957031,-81.391304,-74.434783,-4.034782,0.282308,0.331538,-0.126923,
10514,40,2.983,19:59:55.60,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24501,-67.457,-27.13,-48.57,-47.96,0.000,0.000,-28.650,-11.101563,-0.306250,-0.612500,-82.504348,-74.573913,-2.434782,0.258462,0.356154,-0.103846,
10625,40,2.982,19:59:55.70,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24503,-68.150,-27.14,-48.63,-47.97,0.000,0.000,-28.525,-11.216407,-0.191406,-0.803906,-81.599998,-79.721740,-6.678261,0.233846,0.376154,-0.076154,
10733,40,2.982,19:59:55.80,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24510,-70.565,-27.15,-48.64,-47.96,0.000,0.000,-28.286,-10.910157,-0.306250,-0.650781,-80.695655,-81.182609,-2.782609,0.215385,0.405385,-0.046154,
10842,40,2.982,19:59:55.90,30.355779,-95.493476,10759.600,0.000,N,0.000,3,-25.400,24520,-74.010,-27.08,-48.44,-47.96,0.000,0.000,82.143,-10.718750,-0.497656,-0.459375,0.000000,0.000000,0.000000,0.208462,0.412308,-0.010000,
10954,40,2.982,19:59:56.00,30.355779,-95.493476,10759.600,0.000,N,0.000,4,-26.000,24417,-38.456,-26.99,-48.19,-47.97,0.000,0.000,-29.154,-11.254688,-0.306250,-0.689063,-82.504348,-67.895652,1.600000,0.204615,0.414615,0.035385,
11061,41,2.982,19:59:56.10,30.355890,-95.492309,10743.500,0.000,N,0.000,4,-25.400,24526,-76.076,-27.00,-48.18,-47.97,0.000,0.000,-28.861,-11.254688,-0.267969,-0.957031,-81.391304,-73.391304,2.504348,0.200000,0.409231,0.073846,
11169,41,2.983,19:59:56.20,30.355880,-95.492279,10741.100,0.000,N,0.000,4,-25.400,24532,-78.148,-27.02,-48.22,-47.97,0.000,0.000,-28.207,-11.063282,-0.153125,-0.574219,-82.991302,-68.243476,1.321739,0.203846,0.407692,0.117692,
11278,41,2.983,19:59:56.30,30.355869,-95.492263,10740.500,0.000,N,0.000,4,-25.400,24534,-78.830,-27.04,-48.24,-47.96,0.000,0.000,-28.479,-11.292969,-0.267969,-0.535937,-83.339134,-66.504348,-1.739130,0.212308,0.392308,0.161538,
11386,41,2.983,19:59:56.40,30.355850,-95.492233,10739.901,110.500,ESE,3.601,4,-25.400,24532,-78.148,-27.04,-48.25,-47.95,0.000,0.000,140.654,-11.216407,-0.306250,-0.765625,-0.069565,-0.069565,-0.069565,0.221538,0.372308,0.197692,
11493,41,2.982,19:59:56.60,30.355829,-95.492172,10738.701,110.200,ESE,4.321,4,-26.800,24522,-74.697,-27.06,-48.26,-47.92,0.000,0.000,-28.743,-11.254688,-0.267969,-0.650781,-84.660865,-62.678260,5.078261,0.240000,0.342308,0.234615,
11593,41,2.982,19:59:56.70,30.355819,-95.492141,10737.901,109.800,ESE,5.607,4,-25.400,24549,-83.998,-27.07,-48.28,-47.95,0.000,0.000,-28.543,-11.522657,-0.229688,-0.957031,-85.356521,-57.182609,5.495652,0.253077,0.312308,0.263846,
11710,41,2.983,19:59:56.80,30.355800,-95.492111,10737.500,109.700,ESE,6.225,4,-25.400,24543,-81.932,-27.08,-48.29,-47.92,0.000,0.000,-29.271,-11.446094,-0.344531,-0.765625,-85.495651,-62.747825,2.156522,0.275385,0.270769,0.289231,
11810,41,2.983,19:59:56.90,30.355789,-95.492073,10736.500,109.500,ESE,6.739,4,-25.400,24548,-83.654,-27.09,-48.29,-47.89,0.000,0.000,-28.575,-11.331251,-0.191406,-0.689063,-86.956520,-63.234783,-1.043478,0.294615,0.227692,0.314615,
11913,41,2.983,19:59:56.90,30.355789,-95.492073,10736.500,109.500,ESE,6.739,4,-25.400,24557,-86.751,-27.04,-48.16,-47.87,0.000,0.000,82.143,-11.216407,-0.267969,-0.421094,0.000000,0.000000,0.000000,0.314615,0.195385,0.329231,
12019,40,2.980,19:59:57.10,30.355789,-95.492019,10733.401,107.000,ESE,7.562,4,-26.000,24385,-27.385,-26.95,-47.93,-47.82,0.000,0.000,-29.079,-11.369532,-0.267969,-0.689063,-88.000000,-61.217391,-1.739130,0.336923,0.150769,0.336154,
12128,40,2.980,19:59:57.20,30.355789,-95.491989,10732.901,106.300,ESE,7.922,4,-25.400,24557,-86.751,-26.97,-47.94,-47.81,0.000,0.000,-28.836,-11.446094,-0.153125,-0.880469,-88.556518,-62.747825,-5.913043,0.356923,0.110000,0.330769,
12238,40,2.979,19:59:57.30,30.355789,-95.491966,10732.800,105.700,ESE,8.231,4,-25.400,24557,-86.751,-26.99,-47.99,-47.80,0.000,0.000,-28.418,-10.910157,-0.191406,-0.612500,-88.834785,-65.599998,-4.313044,0.380769,0.067692,0.326923,
12339,40,2.977,19:59:57.40,30.355789,-95.491943,10732.800,105.700,ESE,8.231,4,-25.400,24561,-88.130,-27.00,-47.96,-47.79,0.000,0.000,-28.750,-10.986720,-0.153125,-0.689063,-87.652175,-65.669563,-5.843478,0.394615,0.035385,0.316154,
12445,40,2.977,19:59:57.50,30.355779,-95.491920,10732.701,105.700,ESE,8.231,4,-25.400,24565,-89.504,-27.02,-47.96,-47.76,0.000,0.000,82.143,-11.178126,-0.229688,-0.765625,0.000000,0.000000,0.000000,0.418462,0.003077,0.292308,
12550,40,2.976,19:59:57.60,30.355779,-95.491889,10732.701,105.700,ESE,8.231,4,-26.800,24441,-46.752,-27.03,-47.96,-47.74,0.000,0.000,-28.636,-11.216407,-0.421094,-0.650781,-87.721740,-72.556518,-11.826087,0.432308,-0.020769,0.256923,
12660,40,2.975,19:59:57.70,30.355779,-95.491867,10732.701,105.700,ESE,8.231,4,-25.400,24576,-93.293,-27.05,-48.01,-47.73,0.000,0.000,-28.675,-11.063282,-0.382812,-0.574219,-88.695655,-60.243476,-8.904348,0.453846,-0.036154,0.226154,
12761,40,2.975,19:59:57.80,30.355779,-95.491851,10732.800,105.700,ESE,8.231,4,-25.400,24568,-90.540,-27.06,-48.05,-47.72,0.000,0.000,-28.839,-11.216407,-0.076563,-0.957031,-89.391304,-58.504348,-8.695652,0.475385,-0.050000,0.197692,
12869,40,2.975,19:59:57.90,30.355779,-95.491821,10732.800,105.700,ESE,8.231,4,-25.400,24581,-95.011,-27.07,-48.06,-47.68,0.000,0.000,-29.318,-11.139844,-0.229688,-0.727344,-89.252174,-67.547828,-11.547826,0.476923,-0.060769,0.164615,
12978,40,2.975,19:59:58.00,30.355779,-95.491790,10732.701,105.700,ESE,8.231,4,-25.400,24576,-93.293,-27.02,-47.98,-47.68,0.000,0.000,82.143,-10.948438,-0.038281,-0.689063,0.000000,0.000000,0.000000,0.492308,-0.056154,0.125385,
13092,39,2.975,19:59:58.20,30.355770,-95.491722,10732.401,102.100,ESE,10.546,4,-26.100,24418,-38.799,-26.94,-47.85,-47.70,0.000,0.000,-28.896,-10.680469,-0.114844,-0.880469,-87.513046,-69.008697,-12.869565,0.490769,-0.051538,0.076923,
13209,39,2.975,19:59:58.30,30.355770,-95.491691,10732.100,101.800,ESE,10.855,4,-25.400,24584,-96.041,-26.96,-47.88,-47.71,0.000,0.000,-28.621,-10.910157,-0.344531,-0.535937,-87.652175,-67.060867,-15.860870,0.502308,-0.036154,0.041538,
13309,39,2.975,19:59:58.40,30.355770,-95.491661,10731.800,101.500,ESE,11.112,4,-25.400,24585,-96.385,-26.97,-47.94,-47.70,0.000,0.000,-29.257,-11.216407,-0.153125,-0.650781,-88.347824,-69.495651,-11.130435,0.496154,-0.010769,0.012308,
13418,39,2.975,19:59:58.50,30.355770,-95.491622,10731.500,101.400,ESE,11.318,4,-25.400,24593,-99.138,-26.98,-47.95,-47.68,0.000,0.000,-28.714,-11.407814,-0.229688,-0.957031,-86.539131,-79.443481,-16.834783,0.485385,0.013077,-0.036923,
13524,39,2.975,19:59:58.60,30.355760,-95.491592,10731.100,101.400,ESE,11.318,4,-25.400,24593,-99.138,-26.99,-47.98,-47.67,0.000,0.000,82.143,-11.216407,-0.191406,-0.995312,0.000000,0.000000,0.000000,0.470000,0.046154,-0.075385,
